Lower layer Super Output Areas Code,Sex (2 categories),Observation
E01000710,Male,1137
E01000711,Female,954
E01000711,Male,926
E01000712,Female,924
E01000712,Male,870
E01000713,Female,963
E01000713,Male,886
E01000714,Female,1133
E01000714,Male,1035
E01000715,Female,924
E01000715,Male,832
E01000716,Female,879
E01000716,Male,772
E01000717,Female,900
E01000717,Male,804
E01000718,Female,1082
E01000718,Male,975
E01000719,Female,1130
E01000719,Male,986
E01000720,Female,1003
E01000720,Male,799
E01000721,Female,867
E01000721,Male,737
E01000722,Female,968
E01000722,Male,880
E01000723,Female,648
E01000723,Male,593
E01000724,Female,918
E01000724,Male,757
E01000725,Female,888
E01000725,Male,864
E01000726,Female,675
E01000726,Male,629
E01000727,Female,903
E01000727,Male,787
E01000728,Female,850
E01000728,Male,777
E01000729,Female,1015
E01000729,Male,944
E01000730,Female,961
E01000730,Male,847
E01000731,Female,724
E01000731,Male,657
E01000732,Female,793
E01000732,Male,722
E01000733,Female,871
E01000733,Male,799
E01000734,Female,704
E01000734,Male,684
E01000735,Female,796
E01000735,Male,752
E01000736,Female,841
E01000736,Male,795
E01000737,Female,747
E01000737,Male,659
E01000738,Female,882
E01000738,Male,806
E01000739,Female,908
E01000739,Male,769
E01000741,Female,921
E01000741,Male,898
E01000742,Female,1120
E01000742,Male,999
E01000743,Female,999
E01000743,Male,869
E01000744,Female,839
E01000744,Male,720
E01000745,Female,956
E01000745,Male,927
E01000746,Female,1023
E01000746,Male,998
E01000747,Female,1043
E01000747,Male,984
E01000748,Female,836
E01000748,Male,851
E01000749,Female,844
E01000749,Male,807
E01000750,Female,816
E01000750,Male,637
E01000751,Female,1218
E01000751,Male,1049
E01000752,Female,928
E01000752,Male,819
E01000753,Female,1009
E01000753,Male,926
E01000754,Female,929
E01000754,Male,841
E01000755,Female,835
E01000755,Male,805
E01000756,Female,889
E01000756,Male,819
E01000757,Female,784
E01000757,Male,787
E01000758,Female,764
E01000758,Male,686
E01000759,Female,832
E01000759,Male,814
E01000760,Female,854
E01000760,Male,775
E01000761,Female,778
E01000761,Male,767
E01000762,Female,909
E01000762,Male,839
E01000763,Female,763
E01000763,Male,711
E01000764,Female,926
E01000764,Male,893
E01000765,Female,933
E01000765,Male,853
E01000766,Female,930
E01000766,Male,885
E01000767,Female,840
E01000767,Male,791
E01000768,Female,763
E01000768,Male,739
E01000769,Female,677
E01000769,Male,712
E01000770,Female,794
E01000770,Male,726
E01000771,Female,834
E01000771,Male,832
E01000772,Female,857
E01000772,Male,723
E01000773,Female,842
E01000773,Male,742
E01000774,Female,759
E01000774,Male,745
E01000775,Female,1155
E01000775,Male,1129
E01000777,Female,837
E01000777,Male,794
E01000778,Female,869
E01000778,Male,757
E01000779,Female,721
E01000779,Male,679
E01000780,Female,848
E01000780,Male,764
E01000781,Female,851
E01000781,Male,721
E01000782,Female,807
E01000782,Male,738
E01000783,Female,867
E01000783,Male,757
E01000784,Female,833
E01000784,Male,724
E01000785,Female,869
E01000785,Male,708
E01000786,Female,770
E01000786,Male,691
E01000787,Female,783
E01000787,Male,699
E01000788,Female,836
E01000788,Male,781
E01000789,Female,1024
E01000789,Male,849
E01000790,Female,1181
E01000790,Male,1116
E01000791,Female,758
E01000791,Male,754
E01000792,Female,779
E01000792,Male,730
E01000793,Female,801
E01000793,Male,759
E01000794,Female,800
E01000794,Male,745
E01000795,Female,728
E01000795,Male,657
E01000796,Female,828
E01000796,Male,709
E01000797,Female,846
E01000797,Male,807
E01000798,Female,774
E01000798,Male,753
E01000799,Female,944
E01000799,Male,859
E01000800,Female,888
E01000800,Male,775
E01000801,Female,779
E01000801,Male,735
E01000802,Female,999
E01000802,Male,849
E01000803,Female,861
E01000803,Male,748
E01000804,Female,761
E01000804,Male,709
E01000805,Female,906
E01000805,Male,792
E01000806,Female,942
E01000806,Male,773
E01000807,Female,869
E01000807,Male,796
E01000808,Female,807
E01000808,Male,754
E01000809,Female,790
E01000809,Male,752
E01000810,Female,793
E01000810,Male,749
E01000811,Female,700
E01000811,Male,667
E01000812,Female,818
E01000812,Male,814
E01000813,Female,822
E01000813,Male,741
E01000814,Female,751
E01000814,Male,770
E01000815,Female,773
E01000815,Male,737
E01000816,Female,792
E01000816,Male,732
E01000818,Female,870
E01000818,Male,815
E01000819,Female,987
E01000819,Male,863
E01000820,Female,840
E01000820,Male,771
E01000822,Female,839
E01000822,Male,793
E01000823,Female,893
E01000823,Male,801
E01000824,Female,750
E01000824,Male,652
E01000825,Female,893
E01000825,Male,770
E01000826,Female,813
E01000826,Male,823
E01000827,Female,931
E01000827,Male,849
E01000828,Female,886
E01000828,Male,815
E01000829,Female,910
E01000829,Male,859
E01000830,Female,799
E01000830,Male,824
E01000831,Female,861
E01000831,Male,841
E01000832,Female,770
E01000832,Male,801
E01000833,Female,718
E01000833,Male,729
E01000834,Female,705
E01000834,Male,664
E01000835,Female,911
E01000835,Male,846
E01000836,Female,704
E01000836,Male,684
E01000837,Female,804
E01000837,Male,762
E01000838,Female,769
E01000838,Male,662
E01000839,Female,696
E01000839,Male,694
E01000840,Female,791
E01000840,Male,700
E01000841,Female,869
E01000841,Male,829
E01000842,Female,769
E01000842,Male,663
E01000843,Female,623
E01000843,Male,573
E01000844,Female,848
E01000844,Male,787
E01000845,Female,810
E01000845,Male,690
E01000846,Female,774
E01000846,Male,679
E01000847,Female,842
E01000847,Male,757
E01000848,Female,779
E01000848,Male,706
E01000849,Female,756
E01000849,Male,606
E01000850,Female,701
E01000850,Male,725
E01000851,Female,748
E01000851,Male,732
E01000853,Female,737
E01000853,Male,668
E01000855,Female,658
E01000855,Male,651
E01000856,Female,818
E01000856,Male,773
E01000857,Female,736
E01000857,Male,655
E01000858,Female,963
E01000858,Male,969
E01000859,Female,775
E01000859,Male,687
E01000860,Female,589
E01000860,Male,532
E01000861,Female,669
E01000861,Male,697
E01000862,Female,879
E01000862,Male,806
E01000863,Female,739
E01000863,Male,737
E01000866,Female,1103
E01000866,Male,847
E01000867,Female,889
E01000867,Male,847
E01000868,Female,873
E01000868,Male,873
E01000869,Female,1068
E01000869,Male,877
E01000870,Female,869
E01000870,Male,732
E01000871,Female,858
E01000871,Male,799
E01000872,Female,888
E01000872,Male,852
E01000873,Female,840
E01000873,Male,742
E01000874,Female,753
E01000874,Male,726
E01000875,Female,801
E01000875,Male,769
E01000876,Female,1000
E01000876,Male,924
E01000877,Female,788
E01000877,Male,670
E01000878,Female,920
E01000878,Male,794
E01000879,Female,692
E01000879,Male,608
E01000880,Female,725
E01000880,Male,687
E01000881,Female,715
E01000881,Male,672
E01000882,Female,763
E01000882,Male,689
E01000883,Female,789
E01000883,Male,719
E01000884,Female,761
E01000884,Male,710
E01000885,Female,673
E01000885,Male,607
E01000886,Female,698
E01000886,Male,632
E01000887,Female,762
E01000887,Male,627
E01000888,Female,752
E01000888,Male,718
E01000889,Female,961
E01000889,Male,810
E01000890,Female,696
E01000890,Male,621
E01000891,Female,757
E01000891,Male,728
E01000892,Female,986
E01000892,Male,805
E01000893,Female,724
E01000893,Male,653
E01000894,Female,651
E01000894,Male,620
E01000895,Female,813
E01000895,Male,739
E01000896,Female,773
E01000896,Male,665
E01000897,Female,808
E01000897,Male,750
E01000898,Female,878
E01000898,Male,708
E01000899,Female,805
E01000899,Male,755
E01000900,Female,948
E01000900,Male,741
E01000901,Female,1044
E01000901,Male,927
E01000902,Female,762
E01000902,Male,652
E01000903,Female,736
E01000903,Male,678
E01000904,Female,1090
E01000904,Male,974
E01000905,Female,1018
E01000905,Male,856
E01000906,Female,774
E01000906,Male,671
E01000907,Female,780
E01000907,Male,703
E01000908,Female,850
E01000908,Male,673
E01000909,Female,841
E01000909,Male,708
E01000910,Female,705
E01000910,Male,638
E01000911,Female,754
E01000911,Male,684
E01000912,Female,843
E01000912,Male,744
E01000913,Female,843
E01000913,Male,759
E01000914,Female,729
E01000914,Male,690
E01000915,Female,787
E01000915,Male,743
E01000916,Female,933
E01000916,Male,920
E01000917,Female,809
E01000917,Male,844
E01000918,Female,879
E01000918,Male,913
E01000919,Female,687
E01000919,Male,753
E01000920,Female,792
E01000920,Male,831
E01000921,Female,996
E01000921,Male,879
E01000922,Female,1041
E01000922,Male,879
E01000923,Female,760
E01000923,Male,687
E01000924,Female,830
E01000924,Male,739
E01000925,Female,804
E01000925,Male,691
E01000926,Female,801
E01000926,Male,670
E01000927,Female,839
E01000927,Male,696
E01000928,Female,929
E01000928,Male,784
E01000929,Female,1013
E01000929,Male,902
E01000930,Female,1121
E01000930,Male,964
E01000931,Female,1114
E01000931,Male,945
E01000932,Female,953
E01000932,Male,806
E01000933,Female,945
E01000933,Male,827
E01000934,Female,805
E01000934,Male,706
E01000935,Female,865
E01000935,Male,732
E01000937,Female,592
E01000937,Male,527
E01000938,Female,680
E01000938,Male,685
E01000939,Female,744
E01000939,Male,704
E01000941,Female,615
E01000941,Male,580
E01000942,Female,519
E01000942,Male,493
E01000943,Female,866
E01000943,Male,719
E01000944,Female,757
E01000944,Male,707
E01000946,Female,838
E01000946,Male,713
E01000947,Female,858
E01000947,Male,808
E01000948,Female,782
E01000948,Male,748
E01000949,Female,881
E01000949,Male,719
E01000951,Female,809
E01000951,Male,730
E01000952,Female,893
E01000952,Male,798
E01000954,Female,964
E01000954,Male,787
E01000955,Female,690
E01000955,Male,660
E01000956,Female,782
E01000956,Male,723
E01000957,Female,684
E01000957,Male,636
E01000958,Female,1615
E01000958,Male,1325
E01000959,Female,851
E01000959,Male,840
E01000960,Female,1005
E01000960,Male,862
E01000961,Female,968
E01000961,Male,823
E01000962,Female,799
E01000962,Male,744
E01000963,Female,1015
E01000963,Male,905
E01000964,Female,882
E01000964,Male,848
E01000965,Female,931
E01000965,Male,788
E01000966,Female,834
E01000966,Male,782
E01000967,Female,831
E01000967,Male,708
E01000968,Female,770
E01000968,Male,699
E01000969,Female,953
E01000969,Male,877
E01000970,Female,729
E01000970,Male,679
E01000971,Female,685
E01000971,Male,637
E01000972,Female,1045
E01000972,Male,916
E01000973,Female,1359
E01000973,Male,1203
E01000974,Female,827
E01000974,Male,763
E01000975,Female,1195
E01000975,Male,1151
E01000976,Female,1079
E01000976,Male,1064
E01000977,Female,955
E01000977,Male,988
E01000978,Female,853
E01000978,Male,878
E01000979,Female,874
E01000979,Male,881
E01000980,Female,780
E01000980,Male,715
E01000981,Female,889
E01000981,Male,841
E01000982,Female,872
E01000982,Male,812
E01000983,Female,952
E01000983,Male,867
E01000984,Female,988
E01000984,Male,917
E01000985,Female,764
E01000985,Male,690
E01000986,Female,912
E01000986,Male,862
E01000987,Female,681
E01000987,Male,675
E01000989,Female,880
E01000989,Male,854
E01000990,Female,784
E01000990,Male,652
E01000991,Female,885
E01000991,Male,851
E01000992,Female,987
E01000992,Male,889
E01000993,Female,828
E01000993,Male,824
E01000994,Female,831
E01000994,Male,760
E01000995,Female,892
E01000995,Male,822
E01000996,Female,696
E01000996,Male,633
E01000997,Female,740
E01000997,Male,759
E01000998,Female,762
E01000998,Male,731
E01000999,Female,689
E01000999,Male,635
E01001000,Female,669
E01001000,Male,669
E01001001,Female,716
E01001001,Male,694
E01001002,Female,752
E01001002,Male,720
E01001003,Female,855
E01001003,Male,733
E01001004,Female,1123
E01001004,Male,1057
E01001005,Female,862
E01001005,Male,871
E01001006,Female,917
E01001006,Male,873
E01001007,Female,1005
E01001007,Male,979
E01001008,Female,859
E01001008,Male,809
E01001009,Female,1072
E01001009,Male,977
E01001010,Female,911
E01001010,Male,789
E01001011,Female,1179
E01001011,Male,1132
E01001012,Female,1058
E01001012,Male,1039
E01001013,Female,1090
E01001013,Male,1105
E01001015,Female,799
E01001015,Male,694
E01001016,Female,922
E01001016,Male,836
E01001017,Female,826
E01001017,Male,823
E01001018,Female,859
E01001018,Male,790
E01001019,Female,743
E01001019,Male,717
E01001020,Female,868
E01001020,Male,785
E01001021,Female,741
E01001021,Male,616
E01001022,Female,759
E01001022,Male,723
E01001023,Female,1344
E01001023,Male,1252
E01001024,Female,675
E01001024,Male,666
E01001025,Female,673
E01001025,Male,676
E01001026,Female,978
E01001026,Male,903
E01001027,Female,1480
E01001027,Male,1430
E01001028,Female,838
E01001028,Male,818
E01001029,Female,878
E01001029,Male,842
E01001030,Female,760
E01001030,Male,694
E01001031,Female,727
E01001031,Male,729
E01001032,Female,794
E01001032,Male,762
E01001033,Female,847
E01001033,Male,822
E01001034,Female,861
E01001034,Male,748
E01001035,Female,944
E01001035,Male,916
E01001036,Female,818
E01001036,Male,805
E01001037,Female,804
E01001037,Male,732
E01001038,Female,976
E01001038,Male,927
E01001039,Female,812
E01001039,Male,757
E01001040,Female,914
E01001040,Male,807
E01001041,Female,894
E01001041,Male,836
E01001042,Female,1145
E01001042,Male,1027
E01001044,Female,1053
E01001044,Male,1028
E01001046,Female,954
E01001046,Male,972
E01001047,Female,844
E01001047,Male,890
E01001049,Female,731
E01001049,Male,709
E01001050,Female,915
E01001050,Male,800
E01001051,Female,882
E01001051,Male,722
E01001052,Female,815
E01001052,Male,651
E01001053,Female,844
E01001053,Male,756
E01001054,Female,992
E01001054,Male,869
E01001055,Female,823
E01001055,Male,745
E01001056,Female,1009
E01001056,Male,799
E01001057,Female,992
E01001057,Male,799
E01001058,Female,747
E01001058,Male,608
E01001059,Female,794
E01001059,Male,658
E01001060,Female,816
E01001060,Male,805
E01001061,Female,853
E01001061,Male,768
E01001062,Female,797
E01001062,Male,717
E01001063,Female,808
E01001063,Male,727
E01001064,Female,817
E01001064,Male,787
E01001065,Female,708
E01001065,Male,617
E01001066,Female,813
E01001066,Male,640
E01001067,Female,796
E01001067,Male,858
E01001068,Female,956
E01001068,Male,880
E01001069,Female,709
E01001069,Male,660
E01001070,Female,939
E01001070,Male,846
E01001071,Female,983
E01001071,Male,914
E01001072,Female,727
E01001072,Male,757
E01001073,Female,768
E01001073,Male,673
E01001074,Female,1037
E01001074,Male,911
E01001075,Female,829
E01001075,Male,800
E01001076,Female,861
E01001076,Male,806
E01001077,Female,694
E01001077,Male,638
E01001078,Female,760
E01001078,Male,688
E01001079,Female,838
E01001079,Male,776
E01001080,Female,791
E01001080,Male,690
E01001081,Female,759
E01001081,Male,714
E01001082,Female,840
E01001082,Male,711
E01001083,Female,818
E01001083,Male,797
E01001084,Female,978
E01001084,Male,953
E01001085,Female,854
E01001085,Male,855
E01001086,Female,909
E01001086,Male,822
E01001087,Female,1531
E01001087,Male,1298
E01001088,Female,879
E01001088,Male,800
E01001089,Female,966
E01001089,Male,820
E01001090,Female,1178
E01001090,Male,1098
E01001091,Female,811
E01001091,Male,764
E01001092,Female,1000
E01001092,Male,933
E01001093,Female,896
E01001093,Male,897
E01001094,Female,853
E01001094,Male,791
E01001095,Female,794
E01001095,Male,736
E01001096,Female,742
E01001096,Male,736
E01001097,Female,1277
E01001097,Male,1112
E01001098,Female,713
E01001098,Male,757
E01001099,Female,827
E01001099,Male,754
E01001100,Female,789
E01001100,Male,722
E01001101,Female,716
E01001101,Male,715
E01001102,Female,800
E01001102,Male,716
E01001103,Female,843
E01001103,Male,790
E01001104,Female,880
E01001104,Male,794
E01001105,Female,925
E01001105,Male,812
E01001106,Female,795
E01001106,Male,708
E01001107,Female,841
E01001107,Male,826
E01001108,Female,904
E01001108,Male,882
E01001109,Female,1295
E01001109,Male,1055
E01001110,Female,1131
E01001110,Male,1017
E01001111,Female,900
E01001111,Male,852
E01001112,Female,1089
E01001112,Male,928
E01001113,Female,1029
E01001113,Male,977
E01001114,Female,729
E01001114,Male,781
E01001115,Female,981
E01001115,Male,838
E01001116,Female,814
E01001116,Male,711
E01001118,Female,1119
E01001118,Male,1034
E01001119,Female,737
E01001119,Male,702
E01001120,Female,682
E01001120,Male,665
E01001121,Female,694
E01001121,Male,630
E01001122,Female,707
E01001122,Male,733
E01001123,Female,844
E01001123,Male,773
E01001124,Female,821
E01001124,Male,745
E01001125,Female,842
E01001125,Male,803
E01001126,Female,745
E01001126,Male,672
E01001127,Female,825
E01001127,Male,801
E01001128,Female,886
E01001128,Male,716
E01001129,Female,721
E01001129,Male,671
E01001130,Female,991
E01001130,Male,771
E01001131,Female,847
E01001131,Male,721
E01001132,Female,851
E01001132,Male,770
E01001133,Female,862
E01001133,Male,726
E01001134,Female,849
E01001134,Male,763
E01001135,Female,879
E01001135,Male,800
E01001136,Female,1078
E01001136,Male,961
E01001137,Female,1151
E01001137,Male,980
E01001138,Female,792
E01001138,Male,722
E01001139,Female,894
E01001139,Male,805
E01001140,Female,856
E01001140,Male,774
E01001141,Female,675
E01001141,Male,599
E01001142,Female,1018
E01001142,Male,905
E01001143,Female,1014
E01001143,Male,920
E01001144,Female,921
E01001144,Male,837
E01001145,Female,997
E01001145,Male,830
E01001146,Female,797
E01001146,Male,733
E01001147,Female,980
E01001147,Male,802
E01001148,Female,967
E01001148,Male,793
E01001149,Female,815
E01001149,Male,772
E01001150,Female,889
E01001150,Male,815
E01001151,Female,930
E01001151,Male,819
E01001152,Female,1030
E01001152,Male,1032
E01001153,Female,857
E01001153,Male,775
E01001154,Female,1022
E01001154,Male,939
E01001155,Female,976
E01001155,Male,818
E01001156,Female,924
E01001156,Male,848
E01001157,Female,984
E01001157,Male,868
E01001158,Female,787
E01001158,Male,747
E01001159,Female,1005
E01001159,Male,942
E01001160,Female,1023
E01001160,Male,924
E01001161,Female,894
E01001161,Male,845
E01001162,Female,1005
E01001162,Male,808
E01001163,Female,1056
E01001163,Male,919
