Lower layer Super Output Areas Code,Migrant indicator (5 categories),Observation
E01000116,Migrant from outside the UK: Address one year ago was outside the UK,7
E01000117,Does not apply,16
E01000117,Address one year ago is the same as the address of enumeration,1585
E01000117,Address one year ago is student term-time or boarding school address in the UK,1
E01000117,Migrant from within the UK: Address one year ago was in the UK,127
E01000117,Migrant from outside the UK: Address one year ago was outside the UK,7
E01000118,Does not apply,13
E01000118,Address one year ago is the same as the address of enumeration,1906
E01000118,Address one year ago is student term-time or boarding school address in the UK,6
E01000118,Migrant from within the UK: Address one year ago was in the UK,111
E01000118,Migrant from outside the UK: Address one year ago was outside the UK,13
E01000119,Does not apply,12
E01000119,Address one year ago is the same as the address of enumeration,1648
E01000119,Address one year ago is student term-time or boarding school address in the UK,5
E01000119,Migrant from within the UK: Address one year ago was in the UK,111
E01000119,Migrant from outside the UK: Address one year ago was outside the UK,17
E01000120,Does not apply,7
E01000120,Address one year ago is the same as the address of enumeration,1390
E01000120,Address one year ago is student term-time or boarding school address in the UK,3
E01000120,Migrant from within the UK: Address one year ago was in the UK,79
E01000120,Migrant from outside the UK: Address one year ago was outside the UK,16
E01000121,Does not apply,12
E01000121,Address one year ago is the same as the address of enumeration,1366
E01000121,Address one year ago is student term-time or boarding school address in the UK,2
E01000121,Migrant from within the UK: Address one year ago was in the UK,90
E01000121,Migrant from outside the UK: Address one year ago was outside the UK,7
E01000122,Does not apply,11
E01000122,Address one year ago is the same as the address of enumeration,1406
E01000122,Address one year ago is student term-time or boarding school address in the UK,4
E01000122,Migrant from within the UK: Address one year ago was in the UK,74
E01000122,Migrant from outside the UK: Address one year ago was outside the UK,16
E01000123,Does not apply,18
E01000123,Address one year ago is the same as the address of enumeration,1550
E01000123,Address one year ago is student term-time or boarding school address in the UK,3
E01000123,Migrant from within the UK: Address one year ago was in the UK,179
E01000123,Migrant from outside the UK: Address one year ago was outside the UK,12
E01000124,Does not apply,11
E01000124,Address one year ago is the same as the address of enumeration,1715
E01000124,Address one year ago is student term-time or boarding school address in the UK,5
E01000124,Migrant from within the UK: Address one year ago was in the UK,121
E01000124,Migrant from outside the UK: Address one year ago was outside the UK,15
E01000126,Does not apply,37
E01000126,Address one year ago is the same as the address of enumeration,2025
E01000126,Address one year ago is student term-time or boarding school address in the UK,4
E01000126,Migrant from within the UK: Address one year ago was in the UK,182
E01000126,Migrant from outside the UK: Address one year ago was outside the UK,25
E01000127,Does not apply,18
E01000127,Address one year ago is the same as the address of enumeration,1419
E01000127,Address one year ago is student term-time or boarding school address in the UK,1
E01000127,Migrant from within the UK: Address one year ago was in the UK,105
E01000127,Migrant from outside the UK: Address one year ago was outside the UK,13
E01000128,Does not apply,24
E01000128,Address one year ago is the same as the address of enumeration,1877
E01000128,Address one year ago is student term-time or boarding school address in the UK,6
E01000128,Migrant from within the UK: Address one year ago was in the UK,119
E01000128,Migrant from outside the UK: Address one year ago was outside the UK,22
E01000129,Does not apply,18
E01000129,Address one year ago is the same as the address of enumeration,1420
E01000129,Address one year ago is student term-time or boarding school address in the UK,8
E01000129,Migrant from within the UK: Address one year ago was in the UK,143
E01000129,Migrant from outside the UK: Address one year ago was outside the UK,16
E01000130,Does not apply,20
E01000130,Address one year ago is the same as the address of enumeration,1772
E01000130,Address one year ago is student term-time or boarding school address in the UK,3
E01000130,Migrant from within the UK: Address one year ago was in the UK,127
E01000130,Migrant from outside the UK: Address one year ago was outside the UK,17
E01000131,Does not apply,51
E01000131,Address one year ago is the same as the address of enumeration,1746
E01000131,Address one year ago is student term-time or boarding school address in the UK,4
E01000131,Migrant from within the UK: Address one year ago was in the UK,177
E01000131,Migrant from outside the UK: Address one year ago was outside the UK,43
E01000132,Does not apply,20
E01000132,Address one year ago is the same as the address of enumeration,1490
E01000132,Address one year ago is student term-time or boarding school address in the UK,3
E01000132,Migrant from within the UK: Address one year ago was in the UK,83
E01000132,Migrant from outside the UK: Address one year ago was outside the UK,21
E01000133,Does not apply,12
E01000133,Address one year ago is the same as the address of enumeration,1526
E01000133,Address one year ago is student term-time or boarding school address in the UK,2
E01000133,Migrant from within the UK: Address one year ago was in the UK,91
E01000133,Migrant from outside the UK: Address one year ago was outside the UK,14
E01000134,Does not apply,10
E01000134,Address one year ago is the same as the address of enumeration,1674
E01000134,Address one year ago is student term-time or boarding school address in the UK,2
E01000134,Migrant from within the UK: Address one year ago was in the UK,126
E01000134,Migrant from outside the UK: Address one year ago was outside the UK,14
E01000135,Does not apply,15
E01000135,Address one year ago is the same as the address of enumeration,1424
E01000135,Address one year ago is student term-time or boarding school address in the UK,7
E01000135,Migrant from within the UK: Address one year ago was in the UK,228
E01000135,Migrant from outside the UK: Address one year ago was outside the UK,26
E01000136,Does not apply,12
E01000136,Address one year ago is the same as the address of enumeration,1304
E01000136,Address one year ago is student term-time or boarding school address in the UK,4
