Lower layer Super Output Areas Code,Over 30 with no qualifications,Observation
E01004005,Over 30 no qualifications,311
E01004006,Over 30 no qualifications,232
E01004007,Over 30 no qualifications,202
E01004008,Over 30 no qualifications,288
E01004010,Over 30 no qualifications,221
E01004011,Over 30 no qualifications,253
E01004012,Over 30 no qualifications,257
E01004013,Over 30 no qualifications,241
E01004014,Over 30 no qualifications,275
E01004015,Over 30 no qualifications,98
E01004016,Over 30 no qualifications,184
E01004017,Over 30 no qualifications,132
E01004018,Over 30 no qualifications,105
E01004019,Over 30 no qualifications,207
E01004020,Over 30 no qualifications,166
E01004021,Over 30 no qualifications,92
E01004023,Over 30 no qualifications,275
E01004024,Over 30 no qualifications,308
E01004028,Over 30 no qualifications,251
E01004029,Over 30 no qualifications,87
E01004030,Over 30 no qualifications,147
E01004031,Over 30 no qualifications,233
E01004032,Over 30 no qualifications,70
E01004033,Over 30 no qualifications,251
E01004034,Over 30 no qualifications,194
E01004035,Over 30 no qualifications,233
E01004036,Over 30 no qualifications,262
E01004037,Over 30 no qualifications,236
E01004038,Over 30 no qualifications,205
E01004039,Over 30 no qualifications,166
E01004040,Over 30 no qualifications,293
E01004041,Over 30 no qualifications,227
E01004042,Over 30 no qualifications,349
E01004043,Over 30 no qualifications,200
E01004044,Over 30 no qualifications,207
E01004045,Over 30 no qualifications,191
E01004046,Over 30 no qualifications,98
E01004047,Over 30 no qualifications,210
E01004048,Over 30 no qualifications,139
E01004049,Over 30 no qualifications,131
E01004050,Over 30 no qualifications,66
E01004051,Over 30 no qualifications,66
E01004052,Over 30 no qualifications,91
E01004053,Over 30 no qualifications,116
E01004054,Over 30 no qualifications,70
E01004055,Over 30 no qualifications,301
E01004056,Over 30 no qualifications,229
E01004057,Over 30 no qualifications,147
E01004058,Over 30 no qualifications,59
E01004059,Over 30 no qualifications,68
E01004060,Over 30 no qualifications,200
E01004061,Over 30 no qualifications,99
E01004062,Over 30 no qualifications,210
E01004063,Over 30 no qualifications,159
E01004064,Over 30 no qualifications,243
E01004065,Over 30 no qualifications,121
E01004066,Over 30 no qualifications,192
E01004067,Over 30 no qualifications,282
E01004068,Over 30 no qualifications,280
E01004069,Over 30 no qualifications,52
E01004070,Over 30 no qualifications,144
E01004071,Over 30 no qualifications,162
E01004072,Over 30 no qualifications,81
E01004073,Over 30 no qualifications,85
E01004074,Over 30 no qualifications,61
E01004075,Over 30 no qualifications,52
E01004076,Over 30 no qualifications,230
E01004077,Over 30 no qualifications,208
E01004078,Over 30 no qualifications,207
E01004079,Over 30 no qualifications,131
E01004080,Over 30 no qualifications,180
E01004081,Over 30 no qualifications,138
E01004082,Over 30 no qualifications,145
E01004083,Over 30 no qualifications,250
E01004084,Over 30 no qualifications,135
E01004085,Over 30 no qualifications,139
E01004086,Over 30 no qualifications,195
E01004087,Over 30 no qualifications,144
E01004088,Over 30 no qualifications,323
E01004089,Over 30 no qualifications,161
E01004090,Over 30 no qualifications,203
E01004091,Over 30 no qualifications,99
E01004092,Over 30 no qualifications,121
E01004093,Over 30 no qualifications,118
E01004094,Over 30 no qualifications,131
E01004095,Over 30 no qualifications,143
E01004096,Over 30 no qualifications,151
E01004097,Over 30 no qualifications,126
E01004098,Over 30 no qualifications,70
E01004099,Over 30 no qualifications,158
E01004100,Over 30 no qualifications,109
E01004101,Over 30 no qualifications,145
E01004102,Over 30 no qualifications,125
E01004103,Over 30 no qualifications,145
E01004104,Over 30 no qualifications,123
E01004105,Over 30 no qualifications,124
E01004106,Over 30 no qualifications,109
E01004107,Over 30 no qualifications,173
E01004108,Over 30 no qualifications,197
E01004109,Over 30 no qualifications,209
E01004110,Over 30 no qualifications,183
E01004111,Over 30 no qualifications,163
E01004112,Over 30 no qualifications,117
E01004114,Over 30 no qualifications,179
E01004115,Over 30 no qualifications,203
E01004116,Over 30 no qualifications,227
E01004117,Over 30 no qualifications,149
E01004118,Over 30 no qualifications,227
E01004119,Over 30 no qualifications,142
E01004120,Over 30 no qualifications,159
E01004121,Over 30 no qualifications,151
E01004122,Over 30 no qualifications,118
E01004123,Over 30 no qualifications,318
E01004124,Over 30 no qualifications,271
E01004125,Over 30 no qualifications,259
E01004126,Over 30 no qualifications,233
E01004127,Over 30 no qualifications,264
E01004128,Over 30 no qualifications,216
E01004129,Over 30 no qualifications,328
E01004130,Over 30 no qualifications,228
E01004131,Over 30 no qualifications,186
E01004132,Over 30 no qualifications,130
E01004133,Over 30 no qualifications,155
E01004134,Over 30 no qualifications,226
E01004135,Over 30 no qualifications,190
E01004136,Over 30 no qualifications,192
E01004137,Over 30 no qualifications,170
E01004138,Over 30 no qualifications,154
E01004139,Over 30 no qualifications,138
E01004140,Over 30 no qualifications,261
E01004141,Over 30 no qualifications,231
E01004143,Over 30 no qualifications,138
E01004144,Over 30 no qualifications,201
E01004145,Over 30 no qualifications,236
E01004146,Over 30 no qualifications,220
E01004147,Over 30 no qualifications,216
E01004148,Over 30 no qualifications,257
E01004149,Over 30 no qualifications,226
E01004150,Over 30 no qualifications,238
E01004151,Over 30 no qualifications,188
E01004152,Over 30 no qualifications,213
E01004153,Over 30 no qualifications,157
E01004154,Over 30 no qualifications,107
E01004155,Over 30 no qualifications,158
E01004156,Over 30 no qualifications,187
E01004157,Over 30 no qualifications,93
E01004158,Over 30 no qualifications,151
E01004159,Over 30 no qualifications,183
E01004160,Over 30 no qualifications,104
E01004161,Over 30 no qualifications,143
E01004162,Over 30 no qualifications,156
E01004163,Over 30 no qualifications,228
E01004164,Over 30 no qualifications,169
E01004165,Over 30 no qualifications,196
E01004166,Over 30 no qualifications,156
E01004167,Over 30 no qualifications,209
E01004168,Over 30 no qualifications,219
E01004169,Over 30 no qualifications,137
E01004170,Over 30 no qualifications,166
E01004171,Over 30 no qualifications,174
E01004172,Over 30 no qualifications,178
E01004173,Over 30 no qualifications,173
E01004174,Over 30 no qualifications,133
E01004175,Over 30 no qualifications,202
E01004176,Over 30 no qualifications,144
E01004177,Over 30 no qualifications,283
E01004178,Over 30 no qualifications,253
E01004179,Over 30 no qualifications,100
E01004180,Over 30 no qualifications,141
E01004181,Over 30 no qualifications,200
E01004182,Over 30 no qualifications,221
E01004183,Over 30 no qualifications,261
E01004184,Over 30 no qualifications,226
E01004185,Over 30 no qualifications,222
E01004186,Over 30 no qualifications,172
E01004187,Over 30 no qualifications,226
E01004189,Over 30 no qualifications,357
E01004190,Over 30 no qualifications,141
E01004191,Over 30 no qualifications,186
E01004192,Over 30 no qualifications,163
E01004193,Over 30 no qualifications,210
E01004194,Over 30 no qualifications,180
E01004195,Over 30 no qualifications,200
E01004196,Over 30 no qualifications,167
E01004198,Over 30 no qualifications,280
E01004199,Over 30 no qualifications,284
E01004200,Over 30 no qualifications,121
E01004201,Over 30 no qualifications,198
E01004202,Over 30 no qualifications,176
E01004203,Over 30 no qualifications,241
E01004204,Over 30 no qualifications,322
E01004205,Over 30 no qualifications,320
E01004206,Over 30 no qualifications,279
E01004207,Over 30 no qualifications,191
E01004208,Over 30 no qualifications,168
E01004209,Over 30 no qualifications,239
E01004211,Over 30 no qualifications,158
E01004212,Over 30 no qualifications,227
E01004214,Over 30 no qualifications,247
E01004216,Over 30 no qualifications,171
E01004217,Over 30 no qualifications,287
E01004218,Over 30 no qualifications,193
E01004219,Over 30 no qualifications,260
E01004221,Over 30 no qualifications,185
E01004222,Over 30 no qualifications,508
E01004223,Over 30 no qualifications,369
E01004226,Over 30 no qualifications,254
E01004228,Over 30 no qualifications,212
E01004229,Over 30 no qualifications,181
E01004230,Over 30 no qualifications,314
E01004231,Over 30 no qualifications,228
E01004232,Over 30 no qualifications,145
E01004233,Over 30 no qualifications,367
E01004234,Over 30 no qualifications,245
E01004235,Over 30 no qualifications,192
E01004236,Over 30 no qualifications,275
E01004237,Over 30 no qualifications,146
E01004239,Over 30 no qualifications,354
E01004240,Over 30 no qualifications,274
E01004241,Over 30 no qualifications,289
E01004243,Over 30 no qualifications,198
E01004244,Over 30 no qualifications,311
E01004245,Over 30 no qualifications,264
E01004247,Over 30 no qualifications,379
E01004248,Over 30 no qualifications,262
E01004249,Over 30 no qualifications,401
E01004251,Over 30 no qualifications,315
E01004255,Over 30 no qualifications,232
E01004256,Over 30 no qualifications,298
E01004257,Over 30 no qualifications,323
E01004258,Over 30 no qualifications,139
E01004259,Over 30 no qualifications,166
E01004260,Over 30 no qualifications,240
E01004263,Over 30 no qualifications,228
E01004264,Over 30 no qualifications,233
E01004266,Over 30 no qualifications,197
E01004267,Over 30 no qualifications,259
E01004268,Over 30 no qualifications,300
E01004270,Over 30 no qualifications,231
E01004271,Over 30 no qualifications,281
E01004272,Over 30 no qualifications,402
E01004274,Over 30 no qualifications,246
E01004275,Over 30 no qualifications,251
E01004276,Over 30 no qualifications,52
E01004277,Over 30 no qualifications,72
E01004280,Over 30 no qualifications,223
E01004281,Over 30 no qualifications,118
E01004283,Over 30 no qualifications,335
E01004286,Over 30 no qualifications,424
E01004287,Over 30 no qualifications,398
E01004288,Over 30 no qualifications,315
E01004289,Over 30 no qualifications,303
E01004290,Over 30 no qualifications,241
E01004291,Over 30 no qualifications,114
E01004292,Over 30 no qualifications,75
E01004293,Over 30 no qualifications,138
E01004295,Over 30 no qualifications,282
E01004296,Over 30 no qualifications,243
E01004297,Over 30 no qualifications,140
E01004298,Over 30 no qualifications,286
E01004300,Over 30 no qualifications,247
E01004301,Over 30 no qualifications,231
E01004302,Over 30 no qualifications,235
E01004303,Over 30 no qualifications,382
E01004304,Over 30 no qualifications,371
E01004305,Over 30 no qualifications,293
E01004306,Over 30 no qualifications,246
E01004307,Over 30 no qualifications,110
E01004308,Over 30 no qualifications,224
E01004309,Over 30 no qualifications,365
E01004310,Over 30 no qualifications,248
E01004311,Over 30 no qualifications,248
E01004312,Over 30 no qualifications,266
E01004313,Over 30 no qualifications,273
E01004315,Over 30 no qualifications,211
E01004316,Over 30 no qualifications,128
E01004319,Over 30 no qualifications,376
E01004321,Over 30 no qualifications,283
E01004322,Over 30 no qualifications,196
E01004323,Over 30 no qualifications,223
E01004324,Over 30 no qualifications,253
E01004326,Over 30 no qualifications,215
E01004327,Over 30 no qualifications,231
E01004328,Over 30 no qualifications,226
E01004329,Over 30 no qualifications,225
E01004330,Over 30 no qualifications,186
E01004331,Over 30 no qualifications,171
E01004332,Over 30 no qualifications,237
E01004333,Over 30 no qualifications,191
E01004334,Over 30 no qualifications,298
E01004335,Over 30 no qualifications,244
E01004336,Over 30 no qualifications,251
E01004337,Over 30 no qualifications,246
E01004338,Over 30 no qualifications,254
E01004339,Over 30 no qualifications,180
E01004340,Over 30 no qualifications,307
E01004341,Over 30 no qualifications,269
E01004342,Over 30 no qualifications,241
E01004343,Over 30 no qualifications,192
E01004344,Over 30 no qualifications,218
E01004345,Over 30 no qualifications,214
E01004346,Over 30 no qualifications,177
E01004347,Over 30 no qualifications,189
E01004348,Over 30 no qualifications,256
E01004349,Over 30 no qualifications,247
E01004350,Over 30 no qualifications,439
E01004351,Over 30 no qualifications,233
E01004352,Over 30 no qualifications,269
E01004353,Over 30 no qualifications,204
E01004354,Over 30 no qualifications,171
E01004355,Over 30 no qualifications,223
E01004356,Over 30 no qualifications,294
E01004357,Over 30 no qualifications,233
E01004358,Over 30 no qualifications,251
E01004359,Over 30 no qualifications,159
E01004360,Over 30 no qualifications,185
E01004361,Over 30 no qualifications,188
E01004362,Over 30 no qualifications,152
E01004363,Over 30 no qualifications,176
E01004364,Over 30 no qualifications,269
E01004365,Over 30 no qualifications,407
E01004366,Over 30 no qualifications,231
E01004367,Over 30 no qualifications,215
E01004368,Over 30 no qualifications,284
E01004369,Over 30 no qualifications,194
E01004370,Over 30 no qualifications,197
E01004371,Over 30 no qualifications,173
E01004372,Over 30 no qualifications,112
E01004373,Over 30 no qualifications,240
E01004374,Over 30 no qualifications,201
E01004375,Over 30 no qualifications,262
E01004376,Over 30 no qualifications,241
E01004377,Over 30 no qualifications,195
E01004378,Over 30 no qualifications,202
E01004379,Over 30 no qualifications,192
E01004380,Over 30 no qualifications,224
E01004381,Over 30 no qualifications,181
E01004382,Over 30 no qualifications,228
E01004383,Over 30 no qualifications,166
E01004384,Over 30 no qualifications,390
E01004385,Over 30 no qualifications,188
E01004386,Over 30 no qualifications,163
E01004387,Over 30 no qualifications,136
E01004388,Over 30 no qualifications,201
E01004389,Over 30 no qualifications,320
E01004390,Over 30 no qualifications,323
E01004391,Over 30 no qualifications,191
E01004392,Over 30 no qualifications,289
E01004393,Over 30 no qualifications,234
E01004394,Over 30 no qualifications,288
E01004395,Over 30 no qualifications,179
E01004396,Over 30 no qualifications,251
E01004397,Over 30 no qualifications,344
E01004398,Over 30 no qualifications,348
E01004399,Over 30 no qualifications,290
E01004400,Over 30 no qualifications,252
E01004401,Over 30 no qualifications,262
E01004402,Over 30 no qualifications,287
E01004403,Over 30 no qualifications,274
E01004404,Over 30 no qualifications,353
E01004405,Over 30 no qualifications,205
E01004406,Over 30 no qualifications,244
E01004407,Over 30 no qualifications,218
E01004408,Over 30 no qualifications,170
E01004409,Over 30 no qualifications,214
E01004410,Over 30 no qualifications,301
E01004411,Over 30 no qualifications,176
E01004412,Over 30 no qualifications,133
E01004413,Over 30 no qualifications,333
E01004414,Over 30 no qualifications,268
E01004415,Over 30 no qualifications,288
E01004416,Over 30 no qualifications,243
E01004417,Over 30 no qualifications,319
E01004418,Over 30 no qualifications,256
E01004419,Over 30 no qualifications,318
E01004420,Over 30 no qualifications,376
E01004421,Over 30 no qualifications,398
E01004422,Over 30 no qualifications,365
E01004423,Over 30 no qualifications,382
E01004424,Over 30 no qualifications,325
E01004425,Over 30 no qualifications,203
E01004426,Over 30 no qualifications,260
E01004427,Over 30 no qualifications,221
E01004428,Over 30 no qualifications,368
E01004429,Over 30 no qualifications,205
E01004430,Over 30 no qualifications,277
E01004432,Over 30 no qualifications,241
E01004434,Over 30 no qualifications,302
E01004435,Over 30 no qualifications,280
E01004436,Over 30 no qualifications,187
E01004437,Over 30 no qualifications,192
E01004438,Over 30 no qualifications,203
E01004439,Over 30 no qualifications,172
E01004440,Over 30 no qualifications,221
E01004441,Over 30 no qualifications,139
E01004442,Over 30 no qualifications,154
E01004443,Over 30 no qualifications,270
E01004444,Over 30 no qualifications,309
E01004445,Over 30 no qualifications,290
E01004446,Over 30 no qualifications,258
E01004447,Over 30 no qualifications,210
E01004448,Over 30 no qualifications,205
E01004449,Over 30 no qualifications,321
E01004450,Over 30 no qualifications,278
E01004451,Over 30 no qualifications,282
E01004452,Over 30 no qualifications,315
E01004453,Over 30 no qualifications,289
E01004454,Over 30 no qualifications,279
E01004455,Over 30 no qualifications,297
E01004456,Over 30 no qualifications,300
E01004457,Over 30 no qualifications,166
E01004458,Over 30 no qualifications,267
E01004459,Over 30 no qualifications,298
E01004460,Over 30 no qualifications,285
E01004462,Over 30 no qualifications,247
E01004463,Over 30 no qualifications,127
E01004464,Over 30 no qualifications,195
E01004465,Over 30 no qualifications,160
E01004466,Over 30 no qualifications,140
E01004467,Over 30 no qualifications,306
E01004468,Over 30 no qualifications,152
E01004469,Over 30 no qualifications,213
E01004470,Over 30 no qualifications,191
E01004471,Over 30 no qualifications,233
E01004472,Over 30 no qualifications,81
E01004473,Over 30 no qualifications,132
E01004474,Over 30 no qualifications,107
E01004475,Over 30 no qualifications,78
E01004476,Over 30 no qualifications,91
E01004477,Over 30 no qualifications,63
E01004478,Over 30 no qualifications,42
E01004479,Over 30 no qualifications,49
E01004480,Over 30 no qualifications,53
E01004481,Over 30 no qualifications,84
E01004482,Over 30 no qualifications,106
E01004483,Over 30 no qualifications,125
E01004484,Over 30 no qualifications,84
E01004485,Over 30 no qualifications,112
E01004486,Over 30 no qualifications,91
E01004487,Over 30 no qualifications,111
E01004488,Over 30 no qualifications,51
E01004489,Over 30 no qualifications,89
E01004490,Over 30 no qualifications,67
E01004491,Over 30 no qualifications,186
E01004492,Over 30 no qualifications,133
E01004493,Over 30 no qualifications,138
E01004494,Over 30 no qualifications,143
E01004495,Over 30 no qualifications,166
E01004496,Over 30 no qualifications,100
E01004497,Over 30 no qualifications,96
E01004498,Over 30 no qualifications,83
E01004499,Over 30 no qualifications,81
E01004500,Over 30 no qualifications,106
E01004501,Over 30 no qualifications,119
E01004502,Over 30 no qualifications,70
E01004503,Over 30 no qualifications,114
E01004504,Over 30 no qualifications,63
E01004505,Over 30 no qualifications,86
E01004506,Over 30 no qualifications,91
E01004507,Over 30 no qualifications,102
E01004508,Over 30 no qualifications,103
E01004510,Over 30 no qualifications,112
E01004511,Over 30 no qualifications,58
E01004512,Over 30 no qualifications,91
E01004513,Over 30 no qualifications,181
E01004514,Over 30 no qualifications,93
E01004515,Over 30 no qualifications,120
E01004516,Over 30 no qualifications,113
E01004517,Over 30 no qualifications,184
E01004518,Over 30 no qualifications,133
E01004519,Over 30 no qualifications,210
E01004520,Over 30 no qualifications,152
E01004521,Over 30 no qualifications,178
E01004522,Over 30 no qualifications,166
E01004523,Over 30 no qualifications,173
E01004524,Over 30 no qualifications,260
E01004525,Over 30 no qualifications,177
E01004526,Over 30 no qualifications,159
E01004527,Over 30 no qualifications,141
E01004528,Over 30 no qualifications,220
E01004529,Over 30 no qualifications,153
E01004530,Over 30 no qualifications,145
E01004531,Over 30 no qualifications,160
E01004532,Over 30 no qualifications,124
E01004533,Over 30 no qualifications,154
E01004534,Over 30 no qualifications,90
E01004535,Over 30 no qualifications,220
E01004536,Over 30 no qualifications,174
E01004537,Over 30 no qualifications,226
E01004538,Over 30 no qualifications,270
E01004539,Over 30 no qualifications,238
E01004540,Over 30 no qualifications,186
E01004541,Over 30 no qualifications,244
E01004542,Over 30 no qualifications,73
E01004543,Over 30 no qualifications,49
E01004544,Over 30 no qualifications,95
E01004545,Over 30 no qualifications,69
E01004546,Over 30 no qualifications,57
E01004547,Over 30 no qualifications,128
E01004548,Over 30 no qualifications,125
E01004549,Over 30 no qualifications,127
E01004550,Over 30 no qualifications,100
E01004551,Over 30 no qualifications,89
E01004552,Over 30 no qualifications,58
E01004553,Over 30 no qualifications,82
E01004554,Over 30 no qualifications,35
E01004555,Over 30 no qualifications,43
E01004556,Over 30 no qualifications,38
E01004557,Over 30 no qualifications,89
E01004558,Over 30 no qualifications,72
E01004559,Over 30 no qualifications,42
E01004560,Over 30 no qualifications,99
E01004563,Over 30 no qualifications,225
E01004564,Over 30 no qualifications,128
E01004565,Over 30 no qualifications,139
E01004566,Over 30 no qualifications,99
E01004567,Over 30 no qualifications,303
E01004568,Over 30 no qualifications,136
E01004569,Over 30 no qualifications,305
E01004570,Over 30 no qualifications,231
E01004571,Over 30 no qualifications,256
E01004572,Over 30 no qualifications,138
E01004573,Over 30 no qualifications,238
E01004574,Over 30 no qualifications,229
E01004575,Over 30 no qualifications,289
E01004576,Over 30 no qualifications,158
E01004577,Over 30 no qualifications,161
E01004579,Over 30 no qualifications,144
E01004580,Over 30 no qualifications,146
E01004581,Over 30 no qualifications,134
E01004582,Over 30 no qualifications,166
E01004583,Over 30 no qualifications,191
E01004584,Over 30 no qualifications,232
E01004585,Over 30 no qualifications,104
E01004586,Over 30 no qualifications,64
E01004587,Over 30 no qualifications,73
E01004588,Over 30 no qualifications,65
E01004589,Over 30 no qualifications,62
E01004590,Over 30 no qualifications,246
E01004591,Over 30 no qualifications,165
E01004592,Over 30 no qualifications,217
E01004593,Over 30 no qualifications,99
E01004594,Over 30 no qualifications,60
E01004595,Over 30 no qualifications,109
E01004596,Over 30 no qualifications,57
E01004597,Over 30 no qualifications,125
E01004598,Over 30 no qualifications,72
E01004599,Over 30 no qualifications,51
E01004601,Over 30 no qualifications,228
E01004602,Over 30 no qualifications,67
E01004604,Over 30 no qualifications,36
E01004605,Over 30 no qualifications,118
E01004606,Over 30 no qualifications,49
E01004607,Over 30 no qualifications,67
E01004608,Over 30 no qualifications,108
E01004609,Over 30 no qualifications,81
E01004610,Over 30 no qualifications,200
E01004611,Over 30 no qualifications,114
E01004612,Over 30 no qualifications,178
E01004613,Over 30 no qualifications,207
E01004614,Over 30 no qualifications,220
E01004615,Over 30 no qualifications,210
E01004616,Over 30 no qualifications,143
E01004617,Over 30 no qualifications,136
E01004618,Over 30 no qualifications,87
E01004619,Over 30 no qualifications,45
E01004620,Over 30 no qualifications,76
E01004621,Over 30 no qualifications,94
E01004622,Over 30 no qualifications,200
E01004623,Over 30 no qualifications,87
E01004624,Over 30 no qualifications,118
E01004625,Over 30 no qualifications,42
E01004626,Over 30 no qualifications,82
E01004627,Over 30 no qualifications,92
E01004628,Over 30 no qualifications,242
E01004629,Over 30 no qualifications,81
E01004630,Over 30 no qualifications,195
E01004631,Over 30 no qualifications,142
E01004632,Over 30 no qualifications,88
E01004633,Over 30 no qualifications,203
E01004634,Over 30 no qualifications,104
E01004635,Over 30 no qualifications,140
E01004636,Over 30 no qualifications,145
E01004637,Over 30 no qualifications,126
E01004638,Over 30 no qualifications,50
E01004639,Over 30 no qualifications,112
E01004640,Over 30 no qualifications,48
E01004641,Over 30 no qualifications,175
E01004642,Over 30 no qualifications,222
E01004643,Over 30 no qualifications,219
E01004644,Over 30 no qualifications,218
E01004645,Over 30 no qualifications,301
E01004646,Over 30 no qualifications,155
E01004647,Over 30 no qualifications,150
E01004648,Over 30 no qualifications,141
E01004649,Over 30 no qualifications,111
E01004650,Over 30 no qualifications,90
E01004651,Over 30 no qualifications,131
E01004652,Over 30 no qualifications,88
E01004653,Over 30 no qualifications,120
E01004654,Over 30 no qualifications,138
E01004656,Over 30 no qualifications,162
E01004657,Over 30 no qualifications,54
E01004658,Over 30 no qualifications,103
E01004659,Over 30 no qualifications,100
E01004660,Over 30 no qualifications,60
E01004661,Over 30 no qualifications,173
E01004662,Over 30 no qualifications,54
E01004663,Over 30 no qualifications,109
E01004665,Over 30 no qualifications,252
E01004668,Over 30 no qualifications,168
E01004669,Over 30 no qualifications,205
E01004670,Over 30 no qualifications,601
E01004674,Over 30 no qualifications,272
E01004675,Over 30 no qualifications,342
E01004676,Over 30 no qualifications,136
E01004677,Over 30 no qualifications,214
E01004678,Over 30 no qualifications,193
E01004679,Over 30 no qualifications,280
E01004680,Over 30 no qualifications,72
E01004681,Over 30 no qualifications,120
E01004682,Over 30 no qualifications,70
E01004683,Over 30 no qualifications,69
E01004684,Over 30 no qualifications,116
E01004686,Over 30 no qualifications,160
E01004687,Over 30 no qualifications,66
E01004690,Over 30 no qualifications,90
E01004691,Over 30 no qualifications,99
E01004692,Over 30 no qualifications,76
E01004693,Over 30 no qualifications,54
E01004694,Over 30 no qualifications,101
E01004695,Over 30 no qualifications,55
E01004696,Over 30 no qualifications,231
E01004697,Over 30 no qualifications,109
E01004698,Over 30 no qualifications,91
E01004699,Over 30 no qualifications,97
E01004700,Over 30 no qualifications,32
E01004701,Over 30 no qualifications,76
E01004702,Over 30 no qualifications,525
E01004703,Over 30 no qualifications,104
E01004705,Over 30 no qualifications,49
E01004706,Over 30 no qualifications,56
E01004707,Over 30 no qualifications,37
E01004708,Over 30 no qualifications,143
E01004709,Over 30 no qualifications,173
E01004710,Over 30 no qualifications,240
E01004711,Over 30 no qualifications,278
E01004712,Over 30 no qualifications,89
E01004713,Over 30 no qualifications,79
E01004714,Over 30 no qualifications,65
E01004715,Over 30 no qualifications,157
E01004716,Over 30 no qualifications,52
E01004717,Over 30 no qualifications,55
E01004718,Over 30 no qualifications,283
E01004719,Over 30 no qualifications,292
E01004720,Over 30 no qualifications,320
E01004721,Over 30 no qualifications,333
E01004722,Over 30 no qualifications,407
E01004723,Over 30 no qualifications,282
E01004724,Over 30 no qualifications,143
E01004725,Over 30 no qualifications,113
E01004726,Over 30 no qualifications,109
E01004727,Over 30 no qualifications,94
E01004728,Over 30 no qualifications,175
E01004729,Over 30 no qualifications,232
E01004730,Over 30 no qualifications,100
E01004731,Over 30 no qualifications,75
E01004732,Over 30 no qualifications,218
E01004733,Over 30 no qualifications,97
E01004734,Over 30 no qualifications,205
E01004735,Over 30 no qualifications,177
E01004736,Over 30 no qualifications,64
E01004737,Over 30 no qualifications,163
E01004740,Over 30 no qualifications,195
E01004741,Over 30 no qualifications,119
E01004742,Over 30 no qualifications,86
E01004743,Over 30 no qualifications,160
E01004744,Over 30 no qualifications,135
E01004746,Over 30 no qualifications,178
E01004747,Over 30 no qualifications,172
E01004748,Over 30 no qualifications,43
E01004749,Over 30 no qualifications,137
E01004750,Over 30 no qualifications,238
E01004751,Over 30 no qualifications,260
E01004752,Over 30 no qualifications,143
E01004753,Over 30 no qualifications,165
E01004754,Over 30 no qualifications,384
E01004755,Over 30 no qualifications,351
E01004756,Over 30 no qualifications,144
E01004757,Over 30 no qualifications,268
E01004760,Over 30 no qualifications,173
E01004761,Over 30 no qualifications,108
E01004762,Over 30 no qualifications,176
E01004763,Over 30 no qualifications,141
E01004765,Over 30 no qualifications,138
E01032512,Over 30 no qualifications,389
E01032513,Over 30 no qualifications,215
E01032562,Over 30 no qualifications,227
E01032563,Over 30 no qualifications,142
E01032564,Over 30 no qualifications,176
E01032565,Over 30 no qualifications,256
E01032566,Over 30 no qualifications,304
E01032567,Over 30 no qualifications,202
E01032568,Over 30 no qualifications,216
E01032569,Over 30 no qualifications,242
E01032570,Over 30 no qualifications,220
E01032572,Over 30 no qualifications,98
E01032573,Over 30 no qualifications,107
E01032574,Over 30 no qualifications,335
E01032575,Over 30 no qualifications,400
E01032576,Over 30 no qualifications,182
E01032577,Over 30 no qualifications,165
E01032579,Over 30 no qualifications,193
E01032580,Over 30 no qualifications,237
E01032581,Over 30 no qualifications,242
E01032582,Over 30 no qualifications,211
E01032583,Over 30 no qualifications,151
E01032584,Over 30 no qualifications,151
E01032623,Over 30 no qualifications,156
E01032637,Over 30 no qualifications,13
E01032638,Over 30 no qualifications,16
E01032639,Over 30 no qualifications,121
E01032640,Over 30 no qualifications,15
E01032646,Over 30 no qualifications,87
E01032719,Over 30 no qualifications,148
E01032739,Over 30 no qualifications,76
E01032740,Over 30 no qualifications,48
E01032741,Over 30 no qualifications,157
E01032742,Over 30 no qualifications,290
E01032743,Over 30 no qualifications,260
E01032744,Over 30 no qualifications,249
E01032764,Over 30 no qualifications,161
E01032765,Over 30 no qualifications,249
E01032767,Over 30 no qualifications,51
E01032768,Over 30 no qualifications,50
E01032769,Over 30 no qualifications,92
E01032770,Over 30 no qualifications,128
E01032771,Over 30 no qualifications,78
E01032772,Over 30 no qualifications,212
E01032774,Over 30 no qualifications,183
E01032775,Over 30 no qualifications,45
E01032776,Over 30 no qualifications,108
E01032777,Over 30 no qualifications,100
E01032779,Over 30 no qualifications,55
E01032780,Over 30 no qualifications,99
E01032781,Over 30 no qualifications,145
E01032782,Over 30 no qualifications,147
E01032783,Over 30 no qualifications,138
E01032784,Over 30 no qualifications,165
E01032785,Over 30 no qualifications,142
E01032786,Over 30 no qualifications,200
E01032787,Over 30 no qualifications,379
E01032788,Over 30 no qualifications,111
E01032789,Over 30 no qualifications,48
E01032790,Over 30 no qualifications,71
E01032803,Over 30 no qualifications,74
E01032834,Over 30 no qualifications,27
E01033000,Over 30 no qualifications,256
E01033030,Over 30 no qualifications,107
E01033081,Over 30 no qualifications,159
E01033082,Over 30 no qualifications,153
E01033083,Over 30 no qualifications,124
E01033084,Over 30 no qualifications,224
E01033086,Over 30 no qualifications,222
E01033098,Over 30 no qualifications,40
E01033099,Over 30 no qualifications,114
E01033100,Over 30 no qualifications,193
E01033132,Over 30 no qualifications,84
E01033133,Over 30 no qualifications,55
E01033135,Over 30 no qualifications,35
E01033146,Over 30 no qualifications,281
E01033148,Over 30 no qualifications,340
E01033150,Over 30 no qualifications,211
E01033151,Over 30 no qualifications,268
E01033208,Over 30 no qualifications,70
E01033320,Over 30 no qualifications,126
