Lower layer Super Output Areas Code,Age (4 categories),Observation
E01000203,Aged 16 to 20 years,102
E01000203,Aged 21 to 29 years,231
E01000203,Aged 30 years and over,1139
E01000204,Aged 15 years and under,308
E01000204,Aged 16 to 20 years,78
E01000204,Aged 21 to 29 years,164
E01000204,Aged 30 years and over,1150
E01000205,Aged 15 years and under,342
E01000205,Aged 16 to 20 years,55
E01000205,Aged 21 to 29 years,108
E01000205,Aged 30 years and over,1002
E01000206,Aged 15 years and under,266
E01000206,Aged 16 to 20 years,91
E01000206,Aged 21 to 29 years,142
E01000206,Aged 30 years and over,1002
E01000207,Aged 15 years and under,324
E01000207,Aged 16 to 20 years,67
E01000207,Aged 21 to 29 years,135
E01000207,Aged 30 years and over,1053
E01000208,Aged 15 years and under,322
E01000208,Aged 16 to 20 years,62
E01000208,Aged 21 to 29 years,152
E01000208,Aged 30 years and over,1093
E01000209,Aged 15 years and under,245
E01000209,Aged 16 to 20 years,45
E01000209,Aged 21 to 29 years,72
E01000209,Aged 30 years and over,1122
E01000210,Aged 15 years and under,377
E01000210,Aged 16 to 20 years,77
E01000210,Aged 21 to 29 years,127
E01000210,Aged 30 years and over,967
E01000211,Aged 15 years and under,404
E01000211,Aged 16 to 20 years,91
E01000211,Aged 21 to 29 years,330
E01000211,Aged 30 years and over,1303
E01000212,Aged 15 years and under,230
E01000212,Aged 16 to 20 years,57
E01000212,Aged 21 to 29 years,141
E01000212,Aged 30 years and over,919
E01000213,Aged 15 years and under,320
E01000213,Aged 16 to 20 years,91
E01000213,Aged 21 to 29 years,115
E01000213,Aged 30 years and over,825
E01000214,Aged 15 years and under,238
E01000214,Aged 16 to 20 years,62
E01000214,Aged 21 to 29 years,223
E01000214,Aged 30 years and over,1104
E01000215,Aged 15 years and under,716
E01000215,Aged 16 to 20 years,139
E01000215,Aged 21 to 29 years,279
E01000215,Aged 30 years and over,1011
E01000216,Aged 15 years and under,508
E01000216,Aged 16 to 20 years,99
E01000216,Aged 21 to 29 years,316
E01000216,Aged 30 years and over,1055
E01000217,Aged 15 years and under,540
E01000217,Aged 16 to 20 years,99
E01000217,Aged 21 to 29 years,216
E01000217,Aged 30 years and over,930
E01000218,Aged 15 years and under,544
E01000218,Aged 16 to 20 years,110
E01000218,Aged 21 to 29 years,276
E01000218,Aged 30 years and over,912
E01000219,Aged 15 years and under,723
E01000219,Aged 16 to 20 years,95
E01000219,Aged 21 to 29 years,303
E01000219,Aged 30 years and over,1076
E01000220,Aged 15 years and under,514
E01000220,Aged 16 to 20 years,78
E01000220,Aged 21 to 29 years,258
E01000220,Aged 30 years and over,1038
E01000221,Aged 15 years and under,367
E01000221,Aged 16 to 20 years,91
E01000221,Aged 21 to 29 years,158
E01000221,Aged 30 years and over,796
E01000222,Aged 15 years and under,419
E01000222,Aged 16 to 20 years,126
E01000222,Aged 21 to 29 years,304
E01000222,Aged 30 years and over,1189
E01000223,Aged 15 years and under,501
E01000223,Aged 16 to 20 years,123
E01000223,Aged 21 to 29 years,251
E01000223,Aged 30 years and over,1157
E01000224,Aged 15 years and under,367
E01000224,Aged 16 to 20 years,101
E01000224,Aged 21 to 29 years,212
E01000224,Aged 30 years and over,1012
E01000225,Aged 15 years and under,630
E01000225,Aged 16 to 20 years,125
E01000225,Aged 21 to 29 years,158
E01000225,Aged 30 years and over,957
E01000226,Aged 15 years and under,366
E01000226,Aged 16 to 20 years,119
E01000226,Aged 21 to 29 years,204
E01000226,Aged 30 years and over,1046
E01000227,Aged 15 years and under,374
E01000227,Aged 16 to 20 years,97
E01000227,Aged 21 to 29 years,186
E01000227,Aged 30 years and over,1212
E01000228,Aged 15 years and under,302
E01000228,Aged 16 to 20 years,104
E01000228,Aged 21 to 29 years,150
E01000228,Aged 30 years and over,880
E01000229,Aged 15 years and under,380
E01000229,Aged 16 to 20 years,89
E01000229,Aged 21 to 29 years,193
E01000229,Aged 30 years and over,1008
E01000230,Aged 15 years and under,527
E01000230,Aged 16 to 20 years,88
E01000230,Aged 21 to 29 years,180
E01000230,Aged 30 years and over,1164
E01000231,Aged 15 years and under,385
E01000231,Aged 16 to 20 years,103
E01000231,Aged 21 to 29 years,195
E01000231,Aged 30 years and over,1104
E01000232,Aged 15 years and under,384
E01000232,Aged 16 to 20 years,81
E01000232,Aged 21 to 29 years,175
E01000232,Aged 30 years and over,1231
E01000233,Aged 15 years and under,418
E01000233,Aged 16 to 20 years,92
E01000233,Aged 21 to 29 years,223
E01000233,Aged 30 years and over,1205
E01000234,Aged 15 years and under,420
E01000234,Aged 16 to 20 years,56
E01000234,Aged 21 to 29 years,192
E01000234,Aged 30 years and over,1113
E01000235,Aged 15 years and under,362
E01000235,Aged 16 to 20 years,134
E01000235,Aged 21 to 29 years,298
E01000235,Aged 30 years and over,1066
E01000236,Aged 15 years and under,554
E01000236,Aged 16 to 20 years,93
E01000236,Aged 21 to 29 years,335
E01000236,Aged 30 years and over,970
E01000237,Aged 15 years and under,446
E01000237,Aged 16 to 20 years,125
E01000237,Aged 21 to 29 years,367
E01000237,Aged 30 years and over,1162
E01000238,Aged 15 years and under,579
E01000238,Aged 16 to 20 years,151
E01000238,Aged 21 to 29 years,342
E01000238,Aged 30 years and over,1024
E01000239,Aged 15 years and under,359
E01000239,Aged 16 to 20 years,96
E01000239,Aged 21 to 29 years,365
E01000239,Aged 30 years and over,1239
E01000240,Aged 15 years and under,298
E01000240,Aged 16 to 20 years,91
E01000240,Aged 21 to 29 years,266
E01000240,Aged 30 years and over,1080
E01000241,Aged 15 years and under,354
E01000241,Aged 16 to 20 years,89
E01000241,Aged 21 to 29 years,228
E01000241,Aged 30 years and over,1117
E01000242,Aged 15 years and under,387
E01000242,Aged 16 to 20 years,99
E01000242,Aged 21 to 29 years,142
E01000242,Aged 30 years and over,973
E01000243,Aged 15 years and under,423
E01000243,Aged 16 to 20 years,120
E01000243,Aged 21 to 29 years,467
E01000243,Aged 30 years and over,1152
E01000244,Aged 15 years and under,260
E01000244,Aged 16 to 20 years,145
E01000244,Aged 21 to 29 years,297
E01000244,Aged 30 years and over,935
E01000245,Aged 15 years and under,371
E01000245,Aged 16 to 20 years,138
E01000245,Aged 21 to 29 years,387
E01000245,Aged 30 years and over,1162
E01000246,Aged 15 years and under,267
E01000246,Aged 16 to 20 years,54
E01000246,Aged 21 to 29 years,120
E01000246,Aged 30 years and over,1078
E01000247,Aged 15 years and under,326
E01000247,Aged 16 to 20 years,75
E01000247,Aged 21 to 29 years,154
E01000247,Aged 30 years and over,1141
E01000248,Aged 15 years and under,311
E01000248,Aged 16 to 20 years,64
E01000248,Aged 21 to 29 years,136
E01000248,Aged 30 years and over,1190
E01000249,Aged 15 years and under,307
E01000249,Aged 16 to 20 years,61
E01000249,Aged 21 to 29 years,157
E01000249,Aged 30 years and over,1088
E01000250,Aged 15 years and under,436
E01000250,Aged 16 to 20 years,138
E01000250,Aged 21 to 29 years,309
E01000250,Aged 30 years and over,1726
E01000251,Aged 15 years and under,418
E01000251,Aged 16 to 20 years,127
E01000251,Aged 21 to 29 years,311
E01000251,Aged 30 years and over,1406
E01000252,Aged 15 years and under,294
E01000252,Aged 16 to 20 years,57
E01000252,Aged 21 to 29 years,172
E01000252,Aged 30 years and over,1191
E01000253,Aged 15 years and under,387
E01000253,Aged 16 to 20 years,86
E01000253,Aged 21 to 29 years,175
E01000253,Aged 30 years and over,1334
E01000254,Aged 15 years and under,289
E01000254,Aged 16 to 20 years,64
E01000254,Aged 21 to 29 years,143
E01000254,Aged 30 years and over,1104
E01000255,Aged 15 years and under,324
E01000255,Aged 16 to 20 years,118
E01000255,Aged 21 to 29 years,213
E01000255,Aged 30 years and over,1042
E01000256,Aged 15 years and under,472
E01000256,Aged 16 to 20 years,101
E01000256,Aged 21 to 29 years,182
E01000256,Aged 30 years and over,1173
E01000257,Aged 15 years and under,430
E01000257,Aged 16 to 20 years,93
E01000257,Aged 21 to 29 years,284
E01000257,Aged 30 years and over,1282
E01000258,Aged 15 years and under,328
E01000258,Aged 16 to 20 years,76
E01000258,Aged 21 to 29 years,203
E01000258,Aged 30 years and over,1285
E01000259,Aged 15 years and under,552
E01000259,Aged 16 to 20 years,133
E01000259,Aged 21 to 29 years,310
E01000259,Aged 30 years and over,1647
E01000260,Aged 15 years and under,465
E01000260,Aged 16 to 20 years,84
E01000260,Aged 21 to 29 years,278
E01000260,Aged 30 years and over,1337
E01000261,Aged 15 years and under,317
E01000261,Aged 16 to 20 years,203
E01000261,Aged 21 to 29 years,136
E01000261,Aged 30 years and over,1112
E01000263,Aged 15 years and under,348
E01000263,Aged 16 to 20 years,80
E01000263,Aged 21 to 29 years,148
E01000263,Aged 30 years and over,950
E01000264,Aged 15 years and under,364
E01000264,Aged 16 to 20 years,100
E01000264,Aged 21 to 29 years,218
E01000264,Aged 30 years and over,1141
E01000265,Aged 15 years and under,419
E01000265,Aged 16 to 20 years,87
E01000265,Aged 21 to 29 years,209
E01000265,Aged 30 years and over,1207
E01000266,Aged 15 years and under,260
E01000266,Aged 16 to 20 years,74
E01000266,Aged 21 to 29 years,138
E01000266,Aged 30 years and over,964
E01000267,Aged 15 years and under,274
E01000267,Aged 16 to 20 years,68
E01000267,Aged 21 to 29 years,158
E01000267,Aged 30 years and over,1027
E01000268,Aged 15 years and under,423
E01000268,Aged 16 to 20 years,103
E01000268,Aged 21 to 29 years,258
E01000268,Aged 30 years and over,1289
E01000269,Aged 15 years and under,248
E01000269,Aged 16 to 20 years,57
E01000269,Aged 21 to 29 years,130
E01000269,Aged 30 years and over,950
E01000270,Aged 15 years and under,283
E01000270,Aged 16 to 20 years,82
E01000270,Aged 21 to 29 years,133
E01000270,Aged 30 years and over,1049
E01000271,Aged 15 years and under,277
E01000271,Aged 16 to 20 years,87
E01000271,Aged 21 to 29 years,167
E01000271,Aged 30 years and over,1108
E01000272,Aged 15 years and under,237
E01000272,Aged 16 to 20 years,67
E01000272,Aged 21 to 29 years,110
E01000272,Aged 30 years and over,1012
E01000273,Aged 15 years and under,260
E01000273,Aged 16 to 20 years,56
E01000273,Aged 21 to 29 years,203
E01000273,Aged 30 years and over,1151
E01000274,Aged 15 years and under,407
E01000274,Aged 16 to 20 years,117
E01000274,Aged 21 to 29 years,238
E01000274,Aged 30 years and over,1174
E01000275,Aged 15 years and under,303
E01000275,Aged 16 to 20 years,58
E01000275,Aged 21 to 29 years,224
E01000275,Aged 30 years and over,1157
E01000276,Aged 15 years and under,390
E01000276,Aged 16 to 20 years,82
E01000276,Aged 21 to 29 years,96
E01000276,Aged 30 years and over,969
E01000277,Aged 15 years and under,247
E01000277,Aged 16 to 20 years,54
E01000277,Aged 21 to 29 years,226
E01000277,Aged 30 years and over,1126
E01000278,Aged 15 years and under,369
E01000278,Aged 16 to 20 years,49
E01000278,Aged 21 to 29 years,102
E01000278,Aged 30 years and over,958
E01000279,Aged 15 years and under,218
E01000279,Aged 16 to 20 years,82
E01000279,Aged 21 to 29 years,122
E01000279,Aged 30 years and over,943
E01000280,Aged 15 years and under,221
E01000280,Aged 16 to 20 years,61
E01000280,Aged 21 to 29 years,96
E01000280,Aged 30 years and over,957
E01000281,Aged 15 years and under,391
E01000281,Aged 16 to 20 years,57
E01000281,Aged 21 to 29 years,189
E01000281,Aged 30 years and over,1152
E01000282,Aged 15 years and under,356
E01000282,Aged 16 to 20 years,84
E01000282,Aged 21 to 29 years,187
E01000282,Aged 30 years and over,1181
E01000283,Aged 15 years and under,287
E01000283,Aged 16 to 20 years,60
E01000283,Aged 21 to 29 years,92
E01000283,Aged 30 years and over,934
E01000284,Aged 15 years and under,305
E01000284,Aged 16 to 20 years,71
E01000284,Aged 21 to 29 years,224
E01000284,Aged 30 years and over,1206
E01000285,Aged 15 years and under,309
E01000285,Aged 16 to 20 years,59
E01000285,Aged 21 to 29 years,155
E01000285,Aged 30 years and over,990
E01000286,Aged 15 years and under,343
E01000286,Aged 16 to 20 years,88
E01000286,Aged 21 to 29 years,180
E01000286,Aged 30 years and over,1106
E01000287,Aged 15 years and under,330
E01000287,Aged 16 to 20 years,110
E01000287,Aged 21 to 29 years,177
E01000287,Aged 30 years and over,1014
E01000288,Aged 15 years and under,295
E01000288,Aged 16 to 20 years,94
E01000288,Aged 21 to 29 years,164
E01000288,Aged 30 years and over,995
E01000289,Aged 15 years and under,343
E01000289,Aged 16 to 20 years,122
E01000289,Aged 21 to 29 years,204
E01000289,Aged 30 years and over,914
E01000290,Aged 15 years and under,266
E01000290,Aged 16 to 20 years,89
E01000290,Aged 21 to 29 years,122
E01000290,Aged 30 years and over,1142
E01000291,Aged 15 years and under,321
E01000291,Aged 16 to 20 years,99
E01000291,Aged 21 to 29 years,161
E01000291,Aged 30 years and over,980
E01000292,Aged 15 years and under,270
E01000292,Aged 16 to 20 years,62
E01000292,Aged 21 to 29 years,131
E01000292,Aged 30 years and over,1082
E01000293,Aged 15 years and under,304
E01000293,Aged 16 to 20 years,89
E01000293,Aged 21 to 29 years,196
E01000293,Aged 30 years and over,1183
E01000294,Aged 15 years and under,321
E01000294,Aged 16 to 20 years,81
E01000294,Aged 21 to 29 years,153
E01000294,Aged 30 years and over,1255
E01000295,Aged 15 years and under,274
E01000295,Aged 16 to 20 years,56
E01000295,Aged 21 to 29 years,201
E01000295,Aged 30 years and over,1083
E01000296,Aged 15 years and under,320
E01000296,Aged 16 to 20 years,50
E01000296,Aged 21 to 29 years,249
E01000296,Aged 30 years and over,1165
E01000297,Aged 15 years and under,259
E01000297,Aged 16 to 20 years,54
E01000297,Aged 21 to 29 years,152
E01000297,Aged 30 years and over,958
E01000298,Aged 15 years and under,309
E01000298,Aged 16 to 20 years,52
E01000298,Aged 21 to 29 years,236
E01000298,Aged 30 years and over,1113
E01000299,Aged 15 years and under,430
E01000299,Aged 16 to 20 years,83
E01000299,Aged 21 to 29 years,313
E01000299,Aged 30 years and over,1390
E01000300,Aged 15 years and under,343
E01000300,Aged 16 to 20 years,47
E01000300,Aged 21 to 29 years,157
E01000300,Aged 30 years and over,1121
E01000301,Aged 15 years and under,331
E01000301,Aged 16 to 20 years,60
E01000301,Aged 21 to 29 years,133
E01000301,Aged 30 years and over,971
E01000302,Aged 15 years and under,322
E01000302,Aged 16 to 20 years,72
E01000302,Aged 21 to 29 years,173
E01000302,Aged 30 years and over,1231
E01000303,Aged 15 years and under,319
E01000303,Aged 16 to 20 years,57
E01000303,Aged 21 to 29 years,142
E01000303,Aged 30 years and over,985
E01000304,Aged 15 years and under,270
E01000304,Aged 16 to 20 years,59
E01000304,Aged 21 to 29 years,210
E01000304,Aged 30 years and over,1018
E01000305,Aged 15 years and under,244
E01000305,Aged 16 to 20 years,81
E01000305,Aged 21 to 29 years,243
E01000305,Aged 30 years and over,1053
E01000306,Aged 15 years and under,292
E01000306,Aged 16 to 20 years,70
E01000306,Aged 21 to 29 years,321
E01000306,Aged 30 years and over,1288
E01000307,Aged 15 years and under,327
E01000307,Aged 16 to 20 years,80
E01000307,Aged 21 to 29 years,241
E01000307,Aged 30 years and over,1002
E01000308,Aged 15 years and under,346
E01000308,Aged 16 to 20 years,71
E01000308,Aged 21 to 29 years,390
E01000308,Aged 30 years and over,1303
E01000309,Aged 15 years and under,400
E01000309,Aged 16 to 20 years,98
E01000309,Aged 21 to 29 years,337
E01000309,Aged 30 years and over,1216
E01000310,Aged 15 years and under,376
E01000310,Aged 16 to 20 years,101
E01000310,Aged 21 to 29 years,368
E01000310,Aged 30 years and over,1350
E01000311,Aged 15 years and under,570
E01000311,Aged 16 to 20 years,120
E01000311,Aged 21 to 29 years,184
E01000311,Aged 30 years and over,897
E01000312,Aged 15 years and under,315
E01000312,Aged 16 to 20 years,89
E01000312,Aged 21 to 29 years,207
E01000312,Aged 30 years and over,1159
E01000313,Aged 15 years and under,341
E01000313,Aged 16 to 20 years,79
E01000313,Aged 21 to 29 years,272
E01000313,Aged 30 years and over,1209
E01000314,Aged 15 years and under,342
E01000314,Aged 16 to 20 years,125
E01000314,Aged 21 to 29 years,405
E01000314,Aged 30 years and over,1295
E01000315,Aged 15 years and under,306
E01000315,Aged 16 to 20 years,123
E01000315,Aged 21 to 29 years,209
E01000315,Aged 30 years and over,1059
E01000316,Aged 15 years and under,479
E01000316,Aged 16 to 20 years,116
E01000316,Aged 21 to 29 years,265
E01000316,Aged 30 years and over,1428
E01000317,Aged 15 years and under,317
E01000317,Aged 16 to 20 years,64
E01000317,Aged 21 to 29 years,147
E01000317,Aged 30 years and over,1058
E01000318,Aged 15 years and under,369
E01000318,Aged 16 to 20 years,131
E01000318,Aged 21 to 29 years,191
E01000318,Aged 30 years and over,1234
E01000319,Aged 15 years and under,310
E01000319,Aged 16 to 20 years,69
E01000319,Aged 21 to 29 years,120
E01000319,Aged 30 years and over,902
E01000320,Aged 15 years and under,321
E01000320,Aged 16 to 20 years,82
E01000320,Aged 21 to 29 years,224
E01000320,Aged 30 years and over,1304
E01000321,Aged 15 years and under,310
E01000321,Aged 16 to 20 years,63
E01000321,Aged 21 to 29 years,271
E01000321,Aged 30 years and over,1317
E01000322,Aged 15 years and under,400
E01000322,Aged 16 to 20 years,67
E01000322,Aged 21 to 29 years,176
E01000322,Aged 30 years and over,1215
E01000323,Aged 15 years and under,371
E01000323,Aged 16 to 20 years,72
E01000323,Aged 21 to 29 years,379
E01000323,Aged 30 years and over,1545
E01000324,Aged 15 years and under,382
E01000324,Aged 16 to 20 years,104
E01000324,Aged 21 to 29 years,180
E01000324,Aged 30 years and over,1165
E01000325,Aged 15 years and under,302
E01000325,Aged 16 to 20 years,101
E01000325,Aged 21 to 29 years,150
E01000325,Aged 30 years and over,1095
E01000326,Aged 15 years and under,321
E01000326,Aged 16 to 20 years,45
E01000326,Aged 21 to 29 years,160
E01000326,Aged 30 years and over,857
E01000327,Aged 15 years and under,313
E01000327,Aged 16 to 20 years,77
E01000327,Aged 21 to 29 years,134
E01000327,Aged 30 years and over,1104
