Lower layer Super Output Areas Code,Ethnic group (6 categories),Observation
E01001391,White,1218
E01001391,Other ethnic group,139
E01001392,Does not apply,0
E01001392,"Asian, Asian British or Asian Welsh",346
E01001392,"Black, Black British, Black Welsh, Caribbean or African",110
E01001392,Mixed or Multiple ethnic groups,113
E01001392,White,1187
E01001392,Other ethnic group,110
E01001393,Does not apply,0
E01001393,"Asian, Asian British or Asian Welsh",205
E01001393,"Black, Black British, Black Welsh, Caribbean or African",160
E01001393,Mixed or Multiple ethnic groups,105
E01001393,White,1382
E01001393,Other ethnic group,118
E01001394,Does not apply,0
E01001394,"Asian, Asian British or Asian Welsh",234
E01001394,"Black, Black British, Black Welsh, Caribbean or African",241
E01001394,Mixed or Multiple ethnic groups,80
E01001394,White,1163
E01001394,Other ethnic group,279
E01001395,Does not apply,0
E01001395,"Asian, Asian British or Asian Welsh",216
E01001395,"Black, Black British, Black Welsh, Caribbean or African",234
E01001395,Mixed or Multiple ethnic groups,86
E01001395,White,852
E01001395,Other ethnic group,244
E01001396,Does not apply,0
E01001396,"Asian, Asian British or Asian Welsh",172
E01001396,"Black, Black British, Black Welsh, Caribbean or African",97
E01001396,Mixed or Multiple ethnic groups,65
E01001396,White,935
E01001396,Other ethnic group,192
E01001397,Does not apply,0
E01001397,"Asian, Asian British or Asian Welsh",377
E01001397,"Black, Black British, Black Welsh, Caribbean or African",282
E01001397,Mixed or Multiple ethnic groups,125
E01001397,White,1018
E01001397,Other ethnic group,363
E01001398,Does not apply,0
E01001398,"Asian, Asian British or Asian Welsh",112
E01001398,"Black, Black British, Black Welsh, Caribbean or African",119
E01001398,Mixed or Multiple ethnic groups,95
E01001398,White,915
E01001398,Other ethnic group,100
E01001399,Does not apply,0
E01001399,"Asian, Asian British or Asian Welsh",190
E01001399,"Black, Black British, Black Welsh, Caribbean or African",152
E01001399,Mixed or Multiple ethnic groups,65
E01001399,White,824
E01001399,Other ethnic group,251
E01001400,Does not apply,0
E01001400,"Asian, Asian British or Asian Welsh",173
E01001400,"Black, Black British, Black Welsh, Caribbean or African",92
E01001400,Mixed or Multiple ethnic groups,80
E01001400,White,1064
E01001400,Other ethnic group,153
E01001401,Does not apply,0
E01001401,"Asian, Asian British or Asian Welsh",155
E01001401,"Black, Black British, Black Welsh, Caribbean or African",149
E01001401,Mixed or Multiple ethnic groups,104
E01001401,White,839
E01001401,Other ethnic group,141
E01001402,Does not apply,0
E01001402,"Asian, Asian British or Asian Welsh",222
E01001402,"Black, Black British, Black Welsh, Caribbean or African",107
E01001402,Mixed or Multiple ethnic groups,101
E01001402,White,1170
E01001402,Other ethnic group,252
E01001403,Does not apply,0
E01001403,"Asian, Asian British or Asian Welsh",331
E01001403,"Black, Black British, Black Welsh, Caribbean or African",173
E01001403,Mixed or Multiple ethnic groups,91
E01001403,White,896
E01001403,Other ethnic group,214
E01001404,Does not apply,0
E01001404,"Asian, Asian British or Asian Welsh",226
E01001404,"Black, Black British, Black Welsh, Caribbean or African",171
E01001404,Mixed or Multiple ethnic groups,79
E01001404,White,810
E01001404,Other ethnic group,194
E01001405,Does not apply,0
E01001405,"Asian, Asian British or Asian Welsh",115
E01001405,"Black, Black British, Black Welsh, Caribbean or African",126
E01001405,Mixed or Multiple ethnic groups,95
E01001405,White,1323
E01001405,Other ethnic group,144
E01001406,Does not apply,0
E01001406,"Asian, Asian British or Asian Welsh",155
E01001406,"Black, Black British, Black Welsh, Caribbean or African",226
E01001406,Mixed or Multiple ethnic groups,142
E01001406,White,999
E01001406,Other ethnic group,135
E01001407,Does not apply,0
E01001407,"Asian, Asian British or Asian Welsh",153
E01001407,"Black, Black British, Black Welsh, Caribbean or African",153
E01001407,Mixed or Multiple ethnic groups,112
E01001407,White,1036
E01001407,Other ethnic group,141
E01001408,Does not apply,0
E01001408,"Asian, Asian British or Asian Welsh",60
E01001408,"Black, Black British, Black Welsh, Caribbean or African",121
E01001408,Mixed or Multiple ethnic groups,108
E01001408,White,1299
E01001408,Other ethnic group,82
E01001409,Does not apply,0
E01001409,"Asian, Asian British or Asian Welsh",361
E01001409,"Black, Black British, Black Welsh, Caribbean or African",353
E01001409,Mixed or Multiple ethnic groups,144
E01001409,White,937
E01001409,Other ethnic group,240
E01001410,Does not apply,0
E01001410,"Asian, Asian British or Asian Welsh",138
E01001410,"Black, Black British, Black Welsh, Caribbean or African",584
E01001410,Mixed or Multiple ethnic groups,177
E01001410,White,1053
E01001410,Other ethnic group,239
E01001411,Does not apply,0
E01001411,"Asian, Asian British or Asian Welsh",94
E01001411,"Black, Black British, Black Welsh, Caribbean or African",154
E01001411,Mixed or Multiple ethnic groups,129
E01001411,White,1445
E01001411,Other ethnic group,83
E01001412,Does not apply,0
E01001412,"Asian, Asian British or Asian Welsh",98
E01001412,"Black, Black British, Black Welsh, Caribbean or African",218
E01001412,Mixed or Multiple ethnic groups,88
E01001412,White,1199
E01001412,Other ethnic group,152
E01001413,Does not apply,0
E01001413,"Asian, Asian British or Asian Welsh",33
E01001413,"Black, Black British, Black Welsh, Caribbean or African",53
E01001413,Mixed or Multiple ethnic groups,76
E01001413,White,1422
E01001413,Other ethnic group,52
E01001414,Does not apply,0
E01001414,"Asian, Asian British or Asian Welsh",118
E01001414,"Black, Black British, Black Welsh, Caribbean or African",249
E01001414,Mixed or Multiple ethnic groups,119
E01001414,White,970
E01001414,Other ethnic group,212
E01001415,Does not apply,0
E01001415,"Asian, Asian British or Asian Welsh",279
E01001415,"Black, Black British, Black Welsh, Caribbean or African",119
E01001415,Mixed or Multiple ethnic groups,109
E01001415,White,1332
E01001415,Other ethnic group,210
E01001416,Does not apply,0
E01001416,"Asian, Asian British or Asian Welsh",351
E01001416,"Black, Black British, Black Welsh, Caribbean or African",74
E01001416,Mixed or Multiple ethnic groups,77
E01001416,White,1019
E01001416,Other ethnic group,205
E01001417,Does not apply,0
E01001417,"Asian, Asian British or Asian Welsh",338
E01001417,"Black, Black British, Black Welsh, Caribbean or African",82
E01001417,Mixed or Multiple ethnic groups,88
E01001417,White,1215
E01001417,Other ethnic group,166
E01001418,Does not apply,0
E01001418,"Asian, Asian British or Asian Welsh",260
E01001418,"Black, Black British, Black Welsh, Caribbean or African",78
E01001418,Mixed or Multiple ethnic groups,104
E01001418,White,1016
E01001418,Other ethnic group,282
E01001419,Does not apply,0
E01001419,"Asian, Asian British or Asian Welsh",311
E01001419,"Black, Black British, Black Welsh, Caribbean or African",112
E01001419,Mixed or Multiple ethnic groups,110
E01001419,White,1171
E01001419,Other ethnic group,266
E01001420,Does not apply,0
E01001420,"Asian, Asian British or Asian Welsh",231
E01001420,"Black, Black British, Black Welsh, Caribbean or African",143
E01001420,Mixed or Multiple ethnic groups,99
E01001420,White,1147
E01001420,Other ethnic group,163
E01001421,Does not apply,0
E01001421,"Asian, Asian British or Asian Welsh",241
E01001421,"Black, Black British, Black Welsh, Caribbean or African",107
E01001421,Mixed or Multiple ethnic groups,76
E01001421,White,1074
E01001421,Other ethnic group,175
E01001422,Does not apply,0
E01001422,"Asian, Asian British or Asian Welsh",232
E01001422,"Black, Black British, Black Welsh, Caribbean or African",59
E01001422,Mixed or Multiple ethnic groups,108
E01001422,White,1134
E01001422,Other ethnic group,142
E01001423,Does not apply,0
E01001423,"Asian, Asian British or Asian Welsh",272
E01001423,"Black, Black British, Black Welsh, Caribbean or African",444
E01001423,Mixed or Multiple ethnic groups,73
E01001423,White,681
E01001423,Other ethnic group,260
E01001424,Does not apply,0
E01001424,"Asian, Asian British or Asian Welsh",135
E01001424,"Black, Black British, Black Welsh, Caribbean or African",429
E01001424,Mixed or Multiple ethnic groups,76
E01001424,White,423
E01001424,Other ethnic group,166
E01001425,Does not apply,0
E01001425,"Asian, Asian British or Asian Welsh",236
E01001425,"Black, Black British, Black Welsh, Caribbean or African",604
E01001425,Mixed or Multiple ethnic groups,139
E01001425,White,750
E01001425,Other ethnic group,293
E01001426,Does not apply,0
E01001426,"Asian, Asian British or Asian Welsh",279
E01001426,"Black, Black British, Black Welsh, Caribbean or African",492
E01001426,Mixed or Multiple ethnic groups,79
E01001426,White,655
E01001426,Other ethnic group,317
E01001427,Does not apply,0
E01001427,"Asian, Asian British or Asian Welsh",175
E01001427,"Black, Black British, Black Welsh, Caribbean or African",718
E01001427,Mixed or Multiple ethnic groups,81
E01001427,White,455
E01001427,Other ethnic group,316
E01001428,Does not apply,0
E01001428,"Asian, Asian British or Asian Welsh",256
E01001428,"Black, Black British, Black Welsh, Caribbean or African",476
E01001428,Mixed or Multiple ethnic groups,87
E01001428,White,692
E01001428,Other ethnic group,211
E01001429,Does not apply,0
E01001429,"Asian, Asian British or Asian Welsh",249
E01001429,"Black, Black British, Black Welsh, Caribbean or African",869
E01001429,Mixed or Multiple ethnic groups,119
E01001429,White,693
E01001429,Other ethnic group,398
E01001430,Does not apply,0
E01001430,"Asian, Asian British or Asian Welsh",224
E01001430,"Black, Black British, Black Welsh, Caribbean or African",838
E01001430,Mixed or Multiple ethnic groups,87
E01001430,White,582
E01001430,Other ethnic group,282
E01001431,Does not apply,0
E01001431,"Asian, Asian British or Asian Welsh",138
E01001431,"Black, Black British, Black Welsh, Caribbean or African",668
E01001431,Mixed or Multiple ethnic groups,99
E01001431,White,611
E01001431,Other ethnic group,270
E01001432,Does not apply,0
E01001432,"Asian, Asian British or Asian Welsh",254
E01001432,"Black, Black British, Black Welsh, Caribbean or African",577
E01001432,Mixed or Multiple ethnic groups,110
E01001432,White,671
E01001432,Other ethnic group,254
E01001433,Does not apply,0
E01001433,"Asian, Asian British or Asian Welsh",111
E01001433,"Black, Black British, Black Welsh, Caribbean or African",408
E01001433,Mixed or Multiple ethnic groups,131
E01001433,White,911
E01001433,Other ethnic group,262
E01001434,Does not apply,0
E01001434,"Asian, Asian British or Asian Welsh",130
E01001434,"Black, Black British, Black Welsh, Caribbean or African",347
E01001434,Mixed or Multiple ethnic groups,78
E01001434,White,799
E01001434,Other ethnic group,237
E01001435,Does not apply,0
E01001435,"Asian, Asian British or Asian Welsh",163
E01001435,"Black, Black British, Black Welsh, Caribbean or African",297
E01001435,Mixed or Multiple ethnic groups,68
E01001435,White,739
E01001435,Other ethnic group,251
E01001436,Does not apply,0
E01001436,"Asian, Asian British or Asian Welsh",227
E01001436,"Black, Black British, Black Welsh, Caribbean or African",471
E01001436,Mixed or Multiple ethnic groups,106
E01001436,White,867
E01001436,Other ethnic group,262
E01001437,Does not apply,0
E01001437,"Asian, Asian British or Asian Welsh",275
E01001437,"Black, Black British, Black Welsh, Caribbean or African",622
E01001437,Mixed or Multiple ethnic groups,150
E01001437,White,839
E01001437,Other ethnic group,390
E01001438,Does not apply,0
E01001438,"Asian, Asian British or Asian Welsh",168
E01001438,"Black, Black British, Black Welsh, Caribbean or African",468
E01001438,Mixed or Multiple ethnic groups,119
E01001438,White,654
E01001438,Other ethnic group,266
E01001439,Does not apply,0
E01001439,"Asian, Asian British or Asian Welsh",279
E01001439,"Black, Black British, Black Welsh, Caribbean or African",564
E01001439,Mixed or Multiple ethnic groups,122
E01001439,White,900
E01001439,Other ethnic group,265
E01001440,Does not apply,0
E01001440,"Asian, Asian British or Asian Welsh",274
E01001440,"Black, Black British, Black Welsh, Caribbean or African",403
E01001440,Mixed or Multiple ethnic groups,58
E01001440,White,681
E01001440,Other ethnic group,261
E01001441,Does not apply,0
E01001441,"Asian, Asian British or Asian Welsh",152
E01001441,"Black, Black British, Black Welsh, Caribbean or African",415
E01001441,Mixed or Multiple ethnic groups,83
E01001441,White,726
E01001441,Other ethnic group,273
E01001442,Does not apply,0
E01001442,"Asian, Asian British or Asian Welsh",124
E01001442,"Black, Black British, Black Welsh, Caribbean or African",484
E01001442,Mixed or Multiple ethnic groups,120
E01001442,White,759
E01001442,Other ethnic group,240
E01001444,Does not apply,0
E01001444,"Asian, Asian British or Asian Welsh",97
E01001444,"Black, Black British, Black Welsh, Caribbean or African",510
E01001444,Mixed or Multiple ethnic groups,121
E01001444,White,863
E01001444,Other ethnic group,317
E01001445,Does not apply,0
E01001445,"Asian, Asian British or Asian Welsh",217
E01001445,"Black, Black British, Black Welsh, Caribbean or African",773
E01001445,Mixed or Multiple ethnic groups,213
E01001445,White,1192
E01001445,Other ethnic group,404
E01001446,Does not apply,0
E01001446,"Asian, Asian British or Asian Welsh",111
E01001446,"Black, Black British, Black Welsh, Caribbean or African",516
E01001446,Mixed or Multiple ethnic groups,117
E01001446,White,933
E01001446,Other ethnic group,179
E01001447,Does not apply,0
E01001447,"Asian, Asian British or Asian Welsh",149
E01001447,"Black, Black British, Black Welsh, Caribbean or African",558
E01001447,Mixed or Multiple ethnic groups,124
E01001447,White,825
E01001447,Other ethnic group,334
E01001448,Does not apply,0
E01001448,"Asian, Asian British or Asian Welsh",115
E01001448,"Black, Black British, Black Welsh, Caribbean or African",695
E01001448,Mixed or Multiple ethnic groups,154
E01001448,White,804
E01001448,Other ethnic group,215
E01001449,Does not apply,0
E01001449,"Asian, Asian British or Asian Welsh",132
E01001449,"Black, Black British, Black Welsh, Caribbean or African",476
E01001449,Mixed or Multiple ethnic groups,106
E01001449,White,694
E01001449,Other ethnic group,238
E01001450,Does not apply,0
E01001450,"Asian, Asian British or Asian Welsh",191
E01001450,"Black, Black British, Black Welsh, Caribbean or African",300
E01001450,Mixed or Multiple ethnic groups,178
E01001450,White,1471
E01001450,Other ethnic group,237
E01001451,Does not apply,0
E01001451,"Asian, Asian British or Asian Welsh",133
E01001451,"Black, Black British, Black Welsh, Caribbean or African",95
E01001451,Mixed or Multiple ethnic groups,65
E01001451,White,1244
E01001451,Other ethnic group,127
E01001452,Does not apply,0
E01001452,"Asian, Asian British or Asian Welsh",161
