Lower layer Super Output Areas Code,Country of birth (UK) (3 categories),Observation
E01001830,Born outside the UK,877
E01001831,Does not apply,0
E01001831,Born in the UK,961
E01001831,Born outside the UK,718
E01001832,Does not apply,0
E01001832,Born in the UK,1055
E01001832,Born outside the UK,605
E01001833,Does not apply,0
E01001833,Born in the UK,1275
E01001833,Born outside the UK,842
E01001834,Does not apply,0
E01001834,Born in the UK,1209
E01001834,Born outside the UK,778
E01001835,Does not apply,0
E01001835,Born in the UK,808
E01001835,Born outside the UK,425
E01001836,Does not apply,0
E01001836,Born in the UK,1256
E01001836,Born outside the UK,600
E01001837,Does not apply,0
E01001837,Born in the UK,953
E01001837,Born outside the UK,493
E01001838,Does not apply,0
E01001838,Born in the UK,1079
E01001838,Born outside the UK,736
E01001839,Does not apply,0
E01001839,Born in the UK,1263
E01001839,Born outside the UK,1091
E01001840,Does not apply,0
E01001840,Born in the UK,992
E01001840,Born outside the UK,610
E01001841,Does not apply,0
E01001841,Born in the UK,981
E01001841,Born outside the UK,387
E01001842,Does not apply,0
E01001842,Born in the UK,957
E01001842,Born outside the UK,571
E01001843,Does not apply,0
E01001843,Born in the UK,866
E01001843,Born outside the UK,339
E01001844,Does not apply,0
E01001844,Born in the UK,1346
E01001844,Born outside the UK,571
E01001845,Does not apply,0
E01001845,Born in the UK,1075
E01001845,Born outside the UK,510
E01001846,Does not apply,0
E01001846,Born in the UK,800
E01001846,Born outside the UK,410
E01001847,Does not apply,0
E01001847,Born in the UK,856
E01001847,Born outside the UK,476
E01001848,Does not apply,0
E01001848,Born in the UK,1326
E01001848,Born outside the UK,644
E01001849,Does not apply,0
E01001849,Born in the UK,1595
E01001849,Born outside the UK,854
E01001850,Does not apply,0
E01001850,Born in the UK,1039
E01001850,Born outside the UK,806
E01001851,Does not apply,0
E01001851,Born in the UK,827
E01001851,Born outside the UK,638
E01001852,Does not apply,0
E01001852,Born in the UK,758
E01001852,Born outside the UK,871
E01001853,Does not apply,0
E01001853,Born in the UK,792
E01001853,Born outside the UK,705
E01001854,Does not apply,0
E01001854,Born in the UK,848
E01001854,Born outside the UK,912
E01001855,Does not apply,0
E01001855,Born in the UK,820
E01001855,Born outside the UK,843
E01001856,Does not apply,0
E01001856,Born in the UK,878
E01001856,Born outside the UK,767
E01001857,Does not apply,0
E01001857,Born in the UK,683
E01001857,Born outside the UK,864
E01001858,Does not apply,0
E01001858,Born in the UK,1023
E01001858,Born outside the UK,732
E01001859,Does not apply,0
E01001859,Born in the UK,1397
E01001859,Born outside the UK,1306
E01001860,Does not apply,0
E01001860,Born in the UK,901
E01001860,Born outside the UK,809
E01001861,Does not apply,0
E01001861,Born in the UK,793
E01001861,Born outside the UK,612
E01001862,Does not apply,0
E01001862,Born in the UK,1002
E01001862,Born outside the UK,757
E01001863,Does not apply,0
E01001863,Born in the UK,880
E01001863,Born outside the UK,531
E01001864,Does not apply,0
E01001864,Born in the UK,933
E01001864,Born outside the UK,581
E01001865,Does not apply,0
E01001865,Born in the UK,1033
E01001865,Born outside the UK,552
E01001866,Does not apply,0
E01001866,Born in the UK,598
E01001866,Born outside the UK,908
E01001867,Does not apply,0
E01001867,Born in the UK,464
E01001867,Born outside the UK,672
E01001868,Does not apply,0
E01001868,Born in the UK,669
E01001868,Born outside the UK,592
E01001869,Does not apply,0
E01001869,Born in the UK,767
E01001869,Born outside the UK,586
E01001870,Does not apply,0
E01001870,Born in the UK,662
E01001870,Born outside the UK,1024
E01001871,Does not apply,0
E01001871,Born in the UK,653
E01001871,Born outside the UK,860
E01001872,Does not apply,0
E01001872,Born in the UK,672
E01001872,Born outside the UK,689
E01001873,Does not apply,0
E01001873,Born in the UK,770
E01001873,Born outside the UK,732
E01001875,Does not apply,0
E01001875,Born in the UK,1074
E01001875,Born outside the UK,761
E01001876,Does not apply,0
E01001876,Born in the UK,1181
E01001876,Born outside the UK,1191
E01001877,Does not apply,0
E01001877,Born in the UK,723
E01001877,Born outside the UK,637
E01001878,Does not apply,0
E01001878,Born in the UK,970
E01001878,Born outside the UK,648
E01001879,Does not apply,0
E01001879,Born in the UK,846
E01001879,Born outside the UK,605
E01001880,Does not apply,0
E01001880,Born in the UK,835
E01001880,Born outside the UK,633
E01001881,Does not apply,0
E01001881,Born in the UK,931
E01001881,Born outside the UK,945
E01001882,Does not apply,0
E01001882,Born in the UK,940
E01001882,Born outside the UK,704
E01001883,Does not apply,0
E01001883,Born in the UK,870
E01001883,Born outside the UK,999
E01001884,Does not apply,0
E01001884,Born in the UK,951
E01001884,Born outside the UK,849
E01001885,Does not apply,0
E01001885,Born in the UK,717
E01001885,Born outside the UK,557
E01001886,Does not apply,0
E01001886,Born in the UK,869
E01001886,Born outside the UK,654
E01001887,Does not apply,0
E01001887,Born in the UK,801
E01001887,Born outside the UK,657
E01001888,Does not apply,0
E01001888,Born in the UK,921
E01001888,Born outside the UK,630
E01001889,Does not apply,0
E01001889,Born in the UK,790
E01001889,Born outside the UK,599
E01001890,Does not apply,0
E01001890,Born in the UK,743
E01001890,Born outside the UK,971
E01001891,Does not apply,0
E01001891,Born in the UK,1154
E01001891,Born outside the UK,1391
E01001892,Does not apply,0
E01001892,Born in the UK,775
E01001892,Born outside the UK,555
E01001893,Does not apply,0
E01001893,Born in the UK,808
E01001893,Born outside the UK,683
E01001894,Does not apply,0
E01001894,Born in the UK,708
E01001894,Born outside the UK,666
E01001895,Does not apply,0
E01001895,Born in the UK,910
E01001895,Born outside the UK,551
E01001896,Does not apply,0
E01001896,Born in the UK,756
E01001896,Born outside the UK,642
E01001897,Does not apply,0
E01001897,Born in the UK,801
E01001897,Born outside the UK,502
E01001898,Does not apply,0
E01001898,Born in the UK,926
E01001898,Born outside the UK,1164
E01001899,Does not apply,0
E01001899,Born in the UK,854
E01001899,Born outside the UK,745
E01001900,Does not apply,0
E01001900,Born in the UK,938
E01001900,Born outside the UK,775
E01001901,Does not apply,0
E01001901,Born in the UK,994
E01001901,Born outside the UK,657
E01001902,Does not apply,0
E01001902,Born in the UK,943
E01001902,Born outside the UK,714
E01001903,Does not apply,0
E01001903,Born in the UK,876
E01001903,Born outside the UK,560
E01001904,Does not apply,0
E01001904,Born in the UK,937
E01001904,Born outside the UK,680
E01001905,Does not apply,0
E01001905,Born in the UK,961
E01001905,Born outside the UK,697
E01001906,Does not apply,0
E01001906,Born in the UK,871
E01001906,Born outside the UK,582
E01001907,Does not apply,0
E01001907,Born in the UK,730
E01001907,Born outside the UK,517
E01001908,Does not apply,0
E01001908,Born in the UK,636
E01001908,Born outside the UK,743
E01001909,Does not apply,0
E01001909,Born in the UK,994
E01001909,Born outside the UK,769
E01001910,Does not apply,0
E01001910,Born in the UK,662
E01001910,Born outside the UK,673
E01001911,Does not apply,0
E01001911,Born in the UK,963
E01001911,Born outside the UK,747
E01001912,Does not apply,0
E01001912,Born in the UK,803
E01001912,Born outside the UK,650
E01001913,Does not apply,0
E01001913,Born in the UK,795
E01001913,Born outside the UK,591
E01001914,Does not apply,0
E01001914,Born in the UK,645
E01001914,Born outside the UK,859
E01001915,Does not apply,0
E01001915,Born in the UK,863
E01001915,Born outside the UK,592
E01001916,Does not apply,0
E01001916,Born in the UK,774
E01001916,Born outside the UK,451
E01001917,Does not apply,0
E01001917,Born in the UK,917
E01001917,Born outside the UK,579
E01001918,Does not apply,0
E01001918,Born in the UK,910
E01001918,Born outside the UK,599
E01001919,Does not apply,0
E01001919,Born in the UK,941
E01001919,Born outside the UK,604
E01001920,Does not apply,0
E01001920,Born in the UK,820
E01001920,Born outside the UK,629
E01001921,Does not apply,0
E01001921,Born in the UK,855
E01001921,Born outside the UK,596
E01001922,Does not apply,0
E01001922,Born in the UK,960
E01001922,Born outside the UK,665
E01001923,Does not apply,0
E01001923,Born in the UK,831
E01001923,Born outside the UK,686
E01001924,Does not apply,0
E01001924,Born in the UK,893
E01001924,Born outside the UK,652
E01001925,Does not apply,0
E01001925,Born in the UK,900
E01001925,Born outside the UK,675
E01001926,Does not apply,0
E01001926,Born in the UK,815
E01001926,Born outside the UK,541
E01001927,Does not apply,0
E01001927,Born in the UK,969
E01001927,Born outside the UK,395
E01001928,Does not apply,0
E01001928,Born in the UK,1067
E01001928,Born outside the UK,739
E01001929,Does not apply,0
E01001929,Born in the UK,879
E01001929,Born outside the UK,468
E01001930,Does not apply,0
E01001930,Born in the UK,1054
E01001930,Born outside the UK,682
E01001931,Does not apply,0
E01001931,Born in the UK,627
E01001931,Born outside the UK,669
E01001932,Does not apply,0
E01001932,Born in the UK,852
E01001932,Born outside the UK,740
E01001933,Does not apply,0
E01001933,Born in the UK,876
E01001933,Born outside the UK,620
E01001934,Does not apply,0
E01001934,Born in the UK,1073
E01001934,Born outside the UK,888
E01001935,Does not apply,0
E01001935,Born in the UK,1288
E01001935,Born outside the UK,750
E01001937,Does not apply,0
E01001937,Born in the UK,1012
E01001937,Born outside the UK,778
E01001938,Does not apply,0
E01001938,Born in the UK,1006
E01001938,Born outside the UK,570
E01001940,Does not apply,0
E01001940,Born in the UK,826
E01001940,Born outside the UK,712
E01001941,Does not apply,0
E01001941,Born in the UK,683
E01001941,Born outside the UK,883
E01001942,Does not apply,0
E01001942,Born in the UK,928
E01001942,Born outside the UK,910
E01001943,Does not apply,0
E01001943,Born in the UK,1095
E01001943,Born outside the UK,1168
E01001944,Does not apply,0
E01001944,Born in the UK,822
E01001944,Born outside the UK,859
E01001945,Does not apply,0
E01001945,Born in the UK,966
E01001945,Born outside the UK,699
E01001946,Does not apply,0
E01001946,Born in the UK,994
E01001946,Born outside the UK,883
E01001947,Does not apply,0
E01001947,Born in the UK,824
E01001947,Born outside the UK,593
E01001948,Does not apply,0
E01001948,Born in the UK,1124
E01001948,Born outside the UK,749
E01001949,Does not apply,0
E01001949,Born in the UK,865
E01001949,Born outside the UK,610
E01001950,Does not apply,0
E01001950,Born in the UK,817
E01001950,Born outside the UK,669
E01001951,Does not apply,0
E01001951,Born in the UK,879
E01001951,Born outside the UK,636
E01001952,Does not apply,0
E01001952,Born in the UK,912
E01001952,Born outside the UK,735
E01001953,Does not apply,0
E01001953,Born in the UK,751
E01001953,Born outside the UK,712
E01001954,Does not apply,0
E01001954,Born in the UK,932
E01001954,Born outside the UK,594
E01001955,Does not apply,0
E01001955,Born in the UK,1196
E01001955,Born outside the UK,913
E01001956,Does not apply,0
E01001956,Born in the UK,922
E01001956,Born outside the UK,653
E01001957,Does not apply,0
E01001957,Born in the UK,832
E01001957,Born outside the UK,794
E01001958,Does not apply,0
E01001958,Born in the UK,898
E01001958,Born outside the UK,827
E01001959,Does not apply,0
E01001959,Born in the UK,1110
E01001959,Born outside the UK,909
E01001960,Does not apply,0
E01001960,Born in the UK,1004
E01001960,Born outside the UK,790
E01001961,Does not apply,0
E01001961,Born in the UK,828
E01001961,Born outside the UK,747
E01001962,Does not apply,0
E01001962,Born in the UK,1264
E01001962,Born outside the UK,562
E01001963,Does not apply,0
E01001963,Born in the UK,1331
E01001963,Born outside the UK,469
E01001964,Does not apply,0
E01001964,Born in the UK,1050
E01001964,Born outside the UK,578
E01001965,Does not apply,0
E01001965,Born in the UK,1264
E01001965,Born outside the UK,372
E01001966,Does not apply,0
E01001966,Born in the UK,1061
E01001966,Born outside the UK,349
E01001967,Does not apply,0
E01001967,Born in the UK,1109
E01001967,Born outside the UK,384
E01001968,Does not apply,0
E01001968,Born in the UK,1124
E01001968,Born outside the UK,524
E01001969,Does not apply,0
E01001969,Born in the UK,889
E01001969,Born outside the UK,1077
E01001970,Does not apply,0
E01001970,Born in the UK,949
E01001970,Born outside the UK,954
E01001971,Does not apply,0
E01001971,Born in the UK,999
E01001971,Born outside the UK,907
E01001972,Does not apply,0
E01001972,Born in the UK,943
E01001972,Born outside the UK,770
E01001973,Does not apply,0
E01001973,Born in the UK,1454
E01001973,Born outside the UK,1094
E01001974,Does not apply,0
E01001974,Born in the UK,1033
E01001974,Born outside the UK,1180
E01001975,Does not apply,0
E01001975,Born in the UK,881
E01001975,Born outside the UK,941
E01001976,Does not apply,0
E01001976,Born in the UK,793
E01001976,Born outside the UK,1074
E01001977,Does not apply,0
E01001977,Born in the UK,673
E01001977,Born outside the UK,846
E01001978,Does not apply,0
E01001978,Born in the UK,795
E01001978,Born outside the UK,1132
E01001979,Does not apply,0
E01001979,Born in the UK,1068
E01001979,Born outside the UK,1223
E01001980,Does not apply,0
E01001980,Born in the UK,895
E01001980,Born outside the UK,921
E01001981,Does not apply,0
E01001981,Born in the UK,693
E01001981,Born outside the UK,1110
E01001982,Does not apply,0
E01001982,Born in the UK,844
E01001982,Born outside the UK,957
E01001983,Does not apply,0
E01001983,Born in the UK,900
E01001983,Born outside the UK,761
E01001984,Does not apply,0
E01001984,Born in the UK,1039
E01001984,Born outside the UK,708
E01001985,Does not apply,0
E01001985,Born in the UK,1128
E01001985,Born outside the UK,494
E01001986,Does not apply,0
E01001986,Born in the UK,1112
E01001986,Born outside the UK,453
E01001987,Does not apply,0
E01001987,Born in the UK,1135
E01001987,Born outside the UK,570
E01001988,Does not apply,0
E01001988,Born in the UK,1120
E01001988,Born outside the UK,549
E01001989,Does not apply,0
E01001989,Born in the UK,1202
E01001989,Born outside the UK,517
E01001990,Does not apply,0
E01001990,Born in the UK,1225
E01001990,Born outside the UK,725
E01001991,Does not apply,0
E01001991,Born in the UK,1036
E01001991,Born outside the UK,624
E01001992,Does not apply,0
E01001992,Born in the UK,1263
E01001992,Born outside the UK,488
E01001993,Does not apply,0
E01001993,Born in the UK,1258
E01001993,Born outside the UK,411
E01001994,Does not apply,0
E01001994,Born in the UK,1109
E01001994,Born outside the UK,700
E01001995,Does not apply,0
E01001995,Born in the UK,1799
E01001995,Born outside the UK,884
E01001996,Does not apply,0
E01001996,Born in the UK,1005
E01001996,Born outside the UK,488
E01001997,Does not apply,0
E01001997,Born in the UK,1088
E01001997,Born outside the UK,694
E01001998,Does not apply,0
E01001998,Born in the UK,986
E01001998,Born outside the UK,947
E01001999,Does not apply,0
E01001999,Born in the UK,1073
E01001999,Born outside the UK,1363
E01002000,Does not apply,0
E01002000,Born in the UK,982
E01002000,Born outside the UK,781
E01002001,Does not apply,0
E01002001,Born in the UK,941
E01002001,Born outside the UK,655
E01002002,Does not apply,0
E01002002,Born in the UK,841
E01002002,Born outside the UK,850
E01002003,Does not apply,0
E01002003,Born in the UK,1053
E01002003,Born outside the UK,1504
