Lower layer Super Output Areas Code,Age (6 categories),Observation
E01003386,Aged 50 to 64 years,367
E01003386,Aged 65 years and over,211
E01003387,Aged 15 years and under,460
E01003387,Aged 16 to 24 years,209
E01003387,Aged 25 to 34 years,346
E01003387,Aged 35 to 49 years,506
E01003387,Aged 50 to 64 years,350
E01003387,Aged 65 years and over,214
E01003388,Aged 15 years and under,339
E01003388,Aged 16 to 24 years,175
E01003388,Aged 25 to 34 years,232
E01003388,Aged 35 to 49 years,393
E01003388,Aged 50 to 64 years,329
E01003388,Aged 65 years and over,258
E01003389,Aged 15 years and under,354
E01003389,Aged 16 to 24 years,158
E01003389,Aged 25 to 34 years,274
E01003389,Aged 35 to 49 years,475
E01003389,Aged 50 to 64 years,307
E01003389,Aged 65 years and over,228
E01003390,Aged 15 years and under,465
E01003390,Aged 16 to 24 years,193
E01003390,Aged 25 to 34 years,312
E01003390,Aged 35 to 49 years,414
E01003390,Aged 50 to 64 years,289
E01003390,Aged 65 years and over,116
E01003391,Aged 15 years and under,350
E01003391,Aged 16 to 24 years,167
E01003391,Aged 25 to 34 years,196
E01003391,Aged 35 to 49 years,277
E01003391,Aged 50 to 64 years,214
E01003391,Aged 65 years and over,120
E01003392,Aged 15 years and under,250
E01003392,Aged 16 to 24 years,126
E01003392,Aged 25 to 34 years,269
E01003392,Aged 35 to 49 years,332
E01003392,Aged 50 to 64 years,271
E01003392,Aged 65 years and over,168
E01003393,Aged 15 years and under,293
E01003393,Aged 16 to 24 years,130
E01003393,Aged 25 to 34 years,418
E01003393,Aged 35 to 49 years,445
E01003393,Aged 50 to 64 years,221
E01003393,Aged 65 years and over,112
E01003394,Aged 15 years and under,358
E01003394,Aged 16 to 24 years,223
E01003394,Aged 25 to 34 years,397
E01003394,Aged 35 to 49 years,499
E01003394,Aged 50 to 64 years,343
E01003394,Aged 65 years and over,245
E01003395,Aged 15 years and under,294
E01003395,Aged 16 to 24 years,163
E01003395,Aged 25 to 34 years,244
E01003395,Aged 35 to 49 years,386
E01003395,Aged 50 to 64 years,319
E01003395,Aged 65 years and over,231
E01003396,Aged 15 years and under,277
E01003396,Aged 16 to 24 years,125
E01003396,Aged 25 to 34 years,329
E01003396,Aged 35 to 49 years,350
E01003396,Aged 50 to 64 years,222
E01003396,Aged 65 years and over,205
E01003397,Aged 15 years and under,232
E01003397,Aged 16 to 24 years,154
E01003397,Aged 25 to 34 years,312
E01003397,Aged 35 to 49 years,329
E01003397,Aged 50 to 64 years,277
E01003397,Aged 65 years and over,218
E01003398,Aged 15 years and under,350
E01003398,Aged 16 to 24 years,187
E01003398,Aged 25 to 34 years,334
E01003398,Aged 35 to 49 years,473
E01003398,Aged 50 to 64 years,355
E01003398,Aged 65 years and over,211
E01003399,Aged 15 years and under,204
E01003399,Aged 16 to 24 years,110
E01003399,Aged 25 to 34 years,299
E01003399,Aged 35 to 49 years,372
E01003399,Aged 50 to 64 years,231
E01003399,Aged 65 years and over,188
E01003400,Aged 15 years and under,247
E01003400,Aged 16 to 24 years,104
E01003400,Aged 25 to 34 years,351
E01003400,Aged 35 to 49 years,392
E01003400,Aged 50 to 64 years,217
E01003400,Aged 65 years and over,150
E01003401,Aged 15 years and under,262
E01003401,Aged 16 to 24 years,69
E01003401,Aged 25 to 34 years,283
E01003401,Aged 35 to 49 years,382
E01003401,Aged 50 to 64 years,210
E01003401,Aged 65 years and over,200
E01003402,Aged 15 years and under,273
E01003402,Aged 16 to 24 years,88
E01003402,Aged 25 to 34 years,222
E01003402,Aged 35 to 49 years,399
E01003402,Aged 50 to 64 years,245
E01003402,Aged 65 years and over,260
E01003403,Aged 15 years and under,220
E01003403,Aged 16 to 24 years,64
E01003403,Aged 25 to 34 years,228
E01003403,Aged 35 to 49 years,347
E01003403,Aged 50 to 64 years,284
E01003403,Aged 65 years and over,340
E01003404,Aged 15 years and under,259
E01003404,Aged 16 to 24 years,104
E01003404,Aged 25 to 34 years,426
E01003404,Aged 35 to 49 years,435
E01003404,Aged 50 to 64 years,292
E01003404,Aged 65 years and over,317
E01003405,Aged 15 years and under,539
E01003405,Aged 16 to 24 years,243
E01003405,Aged 25 to 34 years,399
E01003405,Aged 35 to 49 years,612
E01003405,Aged 50 to 64 years,422
E01003405,Aged 65 years and over,218
E01003406,Aged 15 years and under,290
E01003406,Aged 16 to 24 years,228
E01003406,Aged 25 to 34 years,333
E01003406,Aged 35 to 49 years,384
E01003406,Aged 50 to 64 years,335
E01003406,Aged 65 years and over,118
E01003407,Aged 15 years and under,376
E01003407,Aged 16 to 24 years,154
E01003407,Aged 25 to 34 years,475
E01003407,Aged 35 to 49 years,524
E01003407,Aged 50 to 64 years,293
E01003407,Aged 65 years and over,122
E01003408,Aged 15 years and under,331
E01003408,Aged 16 to 24 years,137
E01003408,Aged 25 to 34 years,442
E01003408,Aged 35 to 49 years,585
E01003408,Aged 50 to 64 years,283
E01003408,Aged 65 years and over,169
E01003409,Aged 15 years and under,345
E01003409,Aged 16 to 24 years,211
E01003409,Aged 25 to 34 years,305
E01003409,Aged 35 to 49 years,416
E01003409,Aged 50 to 64 years,338
E01003409,Aged 65 years and over,187
E01003410,Aged 15 years and under,325
E01003410,Aged 16 to 24 years,167
E01003410,Aged 25 to 34 years,273
E01003410,Aged 35 to 49 years,415
E01003410,Aged 50 to 64 years,293
E01003410,Aged 65 years and over,159
E01003411,Aged 15 years and under,509
E01003411,Aged 16 to 24 years,164
E01003411,Aged 25 to 34 years,327
E01003411,Aged 35 to 49 years,554
E01003411,Aged 50 to 64 years,295
E01003411,Aged 65 years and over,185
E01003412,Aged 15 years and under,368
E01003412,Aged 16 to 24 years,216
E01003412,Aged 25 to 34 years,274
E01003412,Aged 35 to 49 years,406
E01003412,Aged 50 to 64 years,330
E01003412,Aged 65 years and over,161
E01003413,Aged 15 years and under,460
E01003413,Aged 16 to 24 years,193
E01003413,Aged 25 to 34 years,330
E01003413,Aged 35 to 49 years,553
E01003413,Aged 50 to 64 years,324
E01003413,Aged 65 years and over,224
E01003414,Aged 15 years and under,293
E01003414,Aged 16 to 24 years,178
E01003414,Aged 25 to 34 years,269
E01003414,Aged 35 to 49 years,328
E01003414,Aged 50 to 64 years,336
E01003414,Aged 65 years and over,322
E01003415,Aged 15 years and under,511
E01003415,Aged 16 to 24 years,272
E01003415,Aged 25 to 34 years,342
E01003415,Aged 35 to 49 years,642
E01003415,Aged 50 to 64 years,375
E01003415,Aged 65 years and over,248
E01003416,Aged 15 years and under,243
E01003416,Aged 16 to 24 years,155
E01003416,Aged 25 to 34 years,259
E01003416,Aged 35 to 49 years,347
E01003416,Aged 50 to 64 years,335
E01003416,Aged 65 years and over,248
E01003417,Aged 15 years and under,325
E01003417,Aged 16 to 24 years,119
E01003417,Aged 25 to 34 years,196
E01003417,Aged 35 to 49 years,347
E01003417,Aged 50 to 64 years,319
E01003417,Aged 65 years and over,285
E01003418,Aged 15 years and under,227
E01003418,Aged 16 to 24 years,170
E01003418,Aged 25 to 34 years,166
E01003418,Aged 35 to 49 years,259
E01003418,Aged 50 to 64 years,342
E01003418,Aged 65 years and over,278
E01003419,Aged 15 years and under,378
E01003419,Aged 16 to 24 years,186
E01003419,Aged 25 to 34 years,227
E01003419,Aged 35 to 49 years,423
E01003419,Aged 50 to 64 years,371
E01003419,Aged 65 years and over,240
E01003420,Aged 15 years and under,313
E01003420,Aged 16 to 24 years,142
E01003420,Aged 25 to 34 years,199
E01003420,Aged 35 to 49 years,335
E01003420,Aged 50 to 64 years,289
E01003420,Aged 65 years and over,208
E01003421,Aged 15 years and under,292
E01003421,Aged 16 to 24 years,142
E01003421,Aged 25 to 34 years,218
E01003421,Aged 35 to 49 years,389
E01003421,Aged 50 to 64 years,299
E01003421,Aged 65 years and over,252
E01003422,Aged 15 years and under,263
E01003422,Aged 16 to 24 years,146
E01003422,Aged 25 to 34 years,172
E01003422,Aged 35 to 49 years,284
E01003422,Aged 50 to 64 years,275
E01003422,Aged 65 years and over,326
E01003423,Aged 15 years and under,342
E01003423,Aged 16 to 24 years,127
E01003423,Aged 25 to 34 years,243
E01003423,Aged 35 to 49 years,421
E01003423,Aged 50 to 64 years,280
E01003423,Aged 65 years and over,230
E01003424,Aged 15 years and under,306
E01003424,Aged 16 to 24 years,113
E01003424,Aged 25 to 34 years,99
E01003424,Aged 35 to 49 years,330
E01003424,Aged 50 to 64 years,324
E01003424,Aged 65 years and over,362
E01003425,Aged 15 years and under,326
E01003425,Aged 16 to 24 years,116
E01003425,Aged 25 to 34 years,95
E01003425,Aged 35 to 49 years,342
E01003425,Aged 50 to 64 years,303
E01003425,Aged 65 years and over,306
E01003426,Aged 15 years and under,298
E01003426,Aged 16 to 24 years,170
E01003426,Aged 25 to 34 years,248
E01003426,Aged 35 to 49 years,403
E01003426,Aged 50 to 64 years,317
E01003426,Aged 65 years and over,320
E01003427,Aged 15 years and under,402
E01003427,Aged 16 to 24 years,181
E01003427,Aged 25 to 34 years,362
E01003427,Aged 35 to 49 years,524
E01003427,Aged 50 to 64 years,284
E01003427,Aged 65 years and over,222
E01003428,Aged 15 years and under,312
E01003428,Aged 16 to 24 years,121
E01003428,Aged 25 to 34 years,225
E01003428,Aged 35 to 49 years,338
E01003428,Aged 50 to 64 years,274
E01003428,Aged 65 years and over,243
E01003429,Aged 15 years and under,326
E01003429,Aged 16 to 24 years,187
E01003429,Aged 25 to 34 years,229
E01003429,Aged 35 to 49 years,332
E01003429,Aged 50 to 64 years,364
E01003429,Aged 65 years and over,192
E01003430,Aged 15 years and under,392
E01003430,Aged 16 to 24 years,210
E01003430,Aged 25 to 34 years,278
E01003430,Aged 35 to 49 years,343
E01003430,Aged 50 to 64 years,309
E01003430,Aged 65 years and over,141
E01003431,Aged 15 years and under,393
E01003431,Aged 16 to 24 years,223
E01003431,Aged 25 to 34 years,220
E01003431,Aged 35 to 49 years,353
E01003431,Aged 50 to 64 years,356
E01003431,Aged 65 years and over,162
E01003432,Aged 15 years and under,409
E01003432,Aged 16 to 24 years,268
E01003432,Aged 25 to 34 years,240
E01003432,Aged 35 to 49 years,314
E01003432,Aged 50 to 64 years,328
E01003432,Aged 65 years and over,146
E01003433,Aged 15 years and under,291
E01003433,Aged 16 to 24 years,172
E01003433,Aged 25 to 34 years,231
E01003433,Aged 35 to 49 years,343
E01003433,Aged 50 to 64 years,327
E01003433,Aged 65 years and over,230
E01003434,Aged 15 years and under,301
E01003434,Aged 16 to 24 years,175
E01003434,Aged 25 to 34 years,215
E01003434,Aged 35 to 49 years,303
E01003434,Aged 50 to 64 years,325
E01003434,Aged 65 years and over,227
E01003435,Aged 15 years and under,510
E01003435,Aged 16 to 24 years,217
E01003435,Aged 25 to 34 years,289
E01003435,Aged 35 to 49 years,520
E01003435,Aged 50 to 64 years,362
E01003435,Aged 65 years and over,228
E01003436,Aged 15 years and under,371
E01003436,Aged 16 to 24 years,170
E01003436,Aged 25 to 34 years,237
E01003436,Aged 35 to 49 years,434
E01003436,Aged 50 to 64 years,328
E01003436,Aged 65 years and over,203
E01003437,Aged 15 years and under,344
E01003437,Aged 16 to 24 years,183
E01003437,Aged 25 to 34 years,299
E01003437,Aged 35 to 49 years,460
E01003437,Aged 50 to 64 years,381
E01003437,Aged 65 years and over,364
E01003438,Aged 15 years and under,389
E01003438,Aged 16 to 24 years,206
E01003438,Aged 25 to 34 years,228
E01003438,Aged 35 to 49 years,421
E01003438,Aged 50 to 64 years,382
E01003438,Aged 65 years and over,201
E01003439,Aged 15 years and under,319
E01003439,Aged 16 to 24 years,157
E01003439,Aged 25 to 34 years,293
E01003439,Aged 35 to 49 years,371
E01003439,Aged 50 to 64 years,307
E01003439,Aged 65 years and over,141
E01003440,Aged 15 years and under,362
E01003440,Aged 16 to 24 years,169
E01003440,Aged 25 to 34 years,267
E01003440,Aged 35 to 49 years,374
E01003440,Aged 50 to 64 years,282
E01003440,Aged 65 years and over,214
E01003441,Aged 15 years and under,382
E01003441,Aged 16 to 24 years,205
E01003441,Aged 25 to 34 years,304
E01003441,Aged 35 to 49 years,396
E01003441,Aged 50 to 64 years,359
E01003441,Aged 65 years and over,252
E01003442,Aged 15 years and under,326
E01003442,Aged 16 to 24 years,126
E01003442,Aged 25 to 34 years,135
E01003442,Aged 35 to 49 years,407
E01003442,Aged 50 to 64 years,333
E01003442,Aged 65 years and over,354
E01003443,Aged 15 years and under,401
E01003443,Aged 16 to 24 years,97
E01003443,Aged 25 to 34 years,147
E01003443,Aged 35 to 49 years,413
E01003443,Aged 50 to 64 years,302
E01003443,Aged 65 years and over,268
E01003444,Aged 15 years and under,322
E01003444,Aged 16 to 24 years,108
E01003444,Aged 25 to 34 years,230
E01003444,Aged 35 to 49 years,410
E01003444,Aged 50 to 64 years,286
E01003444,Aged 65 years and over,255
E01003445,Aged 15 years and under,390
E01003445,Aged 16 to 24 years,158
E01003445,Aged 25 to 34 years,207
E01003445,Aged 35 to 49 years,445
E01003445,Aged 50 to 64 years,329
E01003445,Aged 65 years and over,283
E01003446,Aged 15 years and under,332
E01003446,Aged 16 to 24 years,169
E01003446,Aged 25 to 34 years,448
E01003446,Aged 35 to 49 years,524
E01003446,Aged 50 to 64 years,300
E01003446,Aged 65 years and over,198
E01003447,Aged 15 years and under,318
E01003447,Aged 16 to 24 years,127
E01003447,Aged 25 to 34 years,322
E01003447,Aged 35 to 49 years,419
E01003447,Aged 50 to 64 years,240
E01003447,Aged 65 years and over,182
E01003448,Aged 15 years and under,467
E01003448,Aged 16 to 24 years,225
E01003448,Aged 25 to 34 years,481
E01003448,Aged 35 to 49 years,588
E01003448,Aged 50 to 64 years,368
E01003448,Aged 65 years and over,172
E01003449,Aged 15 years and under,350
E01003449,Aged 16 to 24 years,234
E01003449,Aged 25 to 34 years,304
E01003449,Aged 35 to 49 years,399
E01003449,Aged 50 to 64 years,348
E01003449,Aged 65 years and over,238
E01003450,Aged 15 years and under,422
E01003450,Aged 16 to 24 years,196
E01003450,Aged 25 to 34 years,235
E01003450,Aged 35 to 49 years,426
E01003450,Aged 50 to 64 years,337
E01003450,Aged 65 years and over,181
E01003451,Aged 15 years and under,378
E01003451,Aged 16 to 24 years,192
E01003451,Aged 25 to 34 years,228
E01003451,Aged 35 to 49 years,386
E01003451,Aged 50 to 64 years,407
E01003451,Aged 65 years and over,350
E01003452,Aged 15 years and under,478
E01003452,Aged 16 to 24 years,241
E01003452,Aged 25 to 34 years,292
E01003452,Aged 35 to 49 years,524
E01003452,Aged 50 to 64 years,409
E01003452,Aged 65 years and over,279
E01003453,Aged 15 years and under,356
E01003453,Aged 16 to 24 years,191
E01003453,Aged 25 to 34 years,305
E01003453,Aged 35 to 49 years,459
E01003453,Aged 50 to 64 years,343
E01003453,Aged 65 years and over,183
E01003454,Aged 15 years and under,223
E01003454,Aged 16 to 24 years,89
E01003454,Aged 25 to 34 years,249
E01003454,Aged 35 to 49 years,329
E01003454,Aged 50 to 64 years,231
E01003454,Aged 65 years and over,241
E01003455,Aged 15 years and under,293
E01003455,Aged 16 to 24 years,128
E01003455,Aged 25 to 34 years,459
E01003455,Aged 35 to 49 years,450
E01003455,Aged 50 to 64 years,238
E01003455,Aged 65 years and over,102
E01003456,Aged 15 years and under,246
E01003456,Aged 16 to 24 years,117
E01003456,Aged 25 to 34 years,441
E01003456,Aged 35 to 49 years,399
E01003456,Aged 50 to 64 years,244
E01003456,Aged 65 years and over,153
E01003457,Aged 15 years and under,407
E01003457,Aged 16 to 24 years,103
E01003457,Aged 25 to 34 years,223
E01003457,Aged 35 to 49 years,502
E01003457,Aged 50 to 64 years,254
E01003457,Aged 65 years and over,142
E01003458,Aged 15 years and under,355
E01003458,Aged 16 to 24 years,138
E01003458,Aged 25 to 34 years,370
E01003458,Aged 35 to 49 years,510
E01003458,Aged 50 to 64 years,233
E01003458,Aged 65 years and over,151
E01003459,Aged 15 years and under,389
E01003459,Aged 16 to 24 years,171
E01003459,Aged 25 to 34 years,546
E01003459,Aged 35 to 49 years,573
E01003459,Aged 50 to 64 years,300
E01003459,Aged 65 years and over,202
E01003460,Aged 15 years and under,208
E01003460,Aged 16 to 24 years,94
E01003460,Aged 25 to 34 years,144
E01003460,Aged 35 to 49 years,267
E01003460,Aged 50 to 64 years,316
E01003460,Aged 65 years and over,376
E01003461,Aged 15 years and under,176
E01003461,Aged 16 to 24 years,124
E01003461,Aged 25 to 34 years,287
E01003461,Aged 35 to 49 years,300
E01003461,Aged 50 to 64 years,310
E01003461,Aged 65 years and over,252
E01003462,Aged 15 years and under,269
E01003462,Aged 16 to 24 years,99
E01003462,Aged 25 to 34 years,94
E01003462,Aged 35 to 49 years,304
E01003462,Aged 50 to 64 years,291
E01003462,Aged 65 years and over,362
E01003463,Aged 15 years and under,331
E01003463,Aged 16 to 24 years,131
E01003463,Aged 25 to 34 years,130
E01003463,Aged 35 to 49 years,302
E01003463,Aged 50 to 64 years,316
E01003463,Aged 65 years and over,296
E01003464,Aged 15 years and under,231
E01003464,Aged 16 to 24 years,92
E01003464,Aged 25 to 34 years,93
E01003464,Aged 35 to 49 years,262
E01003464,Aged 50 to 64 years,327
E01003464,Aged 65 years and over,383
E01003465,Aged 15 years and under,240
E01003465,Aged 16 to 24 years,132
E01003465,Aged 25 to 34 years,78
E01003465,Aged 35 to 49 years,245
E01003465,Aged 50 to 64 years,307
E01003465,Aged 65 years and over,311
E01003466,Aged 15 years and under,346
E01003466,Aged 16 to 24 years,135
E01003466,Aged 25 to 34 years,193
E01003466,Aged 35 to 49 years,463
E01003466,Aged 50 to 64 years,312
E01003466,Aged 65 years and over,262
E01003467,Aged 15 years and under,379
E01003467,Aged 16 to 24 years,123
E01003467,Aged 25 to 34 years,205
E01003467,Aged 35 to 49 years,453
E01003467,Aged 50 to 64 years,299
E01003467,Aged 65 years and over,306
E01003468,Aged 15 years and under,410
E01003468,Aged 16 to 24 years,115
E01003468,Aged 25 to 34 years,185
E01003468,Aged 35 to 49 years,455
E01003468,Aged 50 to 64 years,303
E01003468,Aged 65 years and over,293
E01003469,Aged 15 years and under,331
E01003469,Aged 16 to 24 years,159
E01003469,Aged 25 to 34 years,235
E01003469,Aged 35 to 49 years,429
E01003469,Aged 50 to 64 years,319
E01003469,Aged 65 years and over,178
E01003470,Aged 15 years and under,347
E01003470,Aged 16 to 24 years,250
E01003470,Aged 25 to 34 years,318
E01003470,Aged 35 to 49 years,482
E01003470,Aged 50 to 64 years,387
E01003470,Aged 65 years and over,216
E01003471,Aged 15 years and under,348
E01003471,Aged 16 to 24 years,118
E01003471,Aged 25 to 34 years,246
E01003471,Aged 35 to 49 years,445
E01003471,Aged 50 to 64 years,270
E01003471,Aged 65 years and over,298
E01003472,Aged 15 years and under,375
E01003472,Aged 16 to 24 years,72
E01003472,Aged 25 to 34 years,147
E01003472,Aged 35 to 49 years,390
E01003472,Aged 50 to 64 years,213
E01003472,Aged 65 years and over,154
E01003473,Aged 15 years and under,291
